"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-Horse",3,1e-08,1.27,0.105,1.065,1.474,0.409
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.238,0.097,1.047,1.429,0.382
"MVMR-IVW",3,1e-04,1.221,0.104,1.018,1.424,0.406
"MVMR-IVW",3,1e-06,1.246,0.11,1.03,1.462,0.432
"MVMR-IVW",3,1e-08,1.24,0.112,1.02,1.46,0.44
"GRAPPLE",3,0.01,1.284,0.29,0.716,1.852,1.136
"GRAPPLE",3,1e-04,1.289,0.296,0.709,1.869,1.16
"GRAPPLE",3,1e-06,1.273,0.37,0.548,1.997,1.449
"GRAPPLE",3,1e-08,1.247,0.429,0.405,2.088,1.683
"MVMR-Egger",3,0.01,1.032,0.133,0.771,1.293,0.522
"MVMR-Egger",3,1e-04,1.026,0.148,0.735,1.316,0.581
"MVMR-Egger",3,1e-06,1.114,0.16,0.8,1.427,0.627
"MVMR-Egger",3,1e-08,1.085,0.166,0.759,1.411,0.652
"MVMR-Robust",3,0.01,1.271,0.085,1.105,1.437,0.332
"MVMR-Robust",3,1e-04,1.252,0.089,1.078,1.426,0.348
"MVMR-Robust",3,1e-06,1.256,0.095,1.069,1.443,0.374
"MVMR-Robust",3,1e-08,1.247,0.101,1.049,1.446,0.397
"MVMR-cML",3,0.01,2.104,0.22,1.673,2.534,0.861
"MVMR-cML",3,1e-04,2.066,0.23,1.615,2.518,0.903
"MVMR-cML",3,1e-06,2.104,0.261,1.592,2.615,1.023
"MVMR-cML",3,1e-08,2.128,0.27,1.599,2.657,1.058
"FLOW-MR",3,0.01,1.114,0.205,0.698,1.514,0.816
"FLOW-MR",3,1e-04,1.049,0.203,0.637,1.457,0.82
"FLOW-MR",3,1e-06,1.067,0.21,0.642,1.478,0.836
"FLOW-MR",3,1e-08,1.054,0.222,0.598,1.478,0.88
"MVMR-Horse",3,0.01,1.301,0.09,1.13,1.477,0.347
"MVMR-Horse",3,1e-04,1.275,0.091,1.098,1.458,0.36
"MVMR-Horse",3,1e-06,1.293,0.098,1.104,1.488,0.384
"MVMR-Horse",3,1e-08,1.287,0.111,1.071,1.505,0.434
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.167,0.111,0.95,1.384,0.434
"MVMR-IVW",3,1e-04,1.163,0.121,0.926,1.399,0.473
"MVMR-IVW",3,1e-06,1.143,0.133,0.883,1.403,0.52
"MVMR-IVW",3,1e-08,1.141,0.133,0.88,1.402,0.522
"GRAPPLE",3,0.01,0.959,0.371,0.232,1.685,1.453
"GRAPPLE",3,1e-04,0.682,0.552,-0.4,1.765,2.165
"GRAPPLE",3,1e-06,0.811,0.492,-0.154,1.776,1.93
"GRAPPLE",3,1e-08,0.714,0.51,-0.285,1.713,1.998
"MVMR-Egger",3,0.01,1.033,0.141,0.757,1.309,0.552
"MVMR-Egger",3,1e-04,1.034,0.154,0.732,1.336,0.604
"MVMR-Egger",3,1e-06,1.053,0.169,0.721,1.385,0.664
"MVMR-Egger",3,1e-08,0.965,0.174,0.623,1.306,0.683
"MVMR-Robust",3,0.01,1.259,0.098,1.067,1.45,0.383
"MVMR-Robust",3,1e-04,1.247,0.107,1.038,1.457,0.419
"MVMR-Robust",3,1e-06,1.223,0.114,0.999,1.447,0.448
"MVMR-Robust",3,1e-08,1.219,0.114,0.995,1.442,0.447
"MVMR-cML",3,0.01,0,0.212,-0.415,0.415,0.83
"MVMR-cML",3,1e-04,0.015,0.291,-0.555,0.585,1.14
"MVMR-cML",3,1e-06,-0.128,0.302,-0.72,0.465,1.185
"MVMR-cML",3,1e-08,-0.012,0.318,-0.636,0.612,1.248
"FLOW-MR",3,0.01,0.849,0.281,0.278,1.379,1.101
"FLOW-MR",3,1e-04,0.87,0.293,0.271,1.422,1.151
"FLOW-MR",3,1e-06,0.834,0.289,0.231,1.368,1.137
"FLOW-MR",3,1e-08,0.855,0.275,0.298,1.381,1.083
"MVMR-Horse",3,0.01,1.292,0.113,1.064,1.507,0.443
"MVMR-Horse",3,1e-04,1.259,0.115,1.034,1.484,0.45
"MVMR-Horse",3,1e-06,1.201,0.122,0.976,1.453,0.477
"MVMR-Horse",3,1e-08,1.178,0.119,0.949,1.415,0.466
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.128,0.097,0.938,1.317,0.379
"MVMR-IVW",3,1e-04,1.079,0.102,0.88,1.279,0.399
"MVMR-IVW",3,1e-06,1.103,0.111,0.885,1.321,0.436
"MVMR-IVW",3,1e-08,1.135,0.115,0.909,1.362,0.453
"GRAPPLE",3,0.01,0.929,0.335,0.272,1.586,1.314
"GRAPPLE",3,1e-04,0.759,0.313,0.146,1.372,1.226
"GRAPPLE",3,1e-06,0.943,0.32,0.316,1.57,1.254
"GRAPPLE",3,1e-08,1.078,0.32,0.452,1.705,1.253
"MVMR-Egger",3,0.01,0.966,0.137,0.698,1.235,0.537
"MVMR-Egger",3,1e-04,0.936,0.145,0.652,1.221,0.569
"MVMR-Egger",3,1e-06,0.989,0.16,0.675,1.303,0.628
"MVMR-Egger",3,1e-08,0.995,0.17,0.662,1.328,0.666
"MVMR-Robust",3,0.01,1.194,0.076,1.045,1.343,0.298
"MVMR-Robust",3,1e-04,1.168,0.079,1.013,1.323,0.31
"MVMR-Robust",3,1e-06,1.199,0.082,1.038,1.361,0.323
"MVMR-Robust",3,1e-08,1.232,0.085,1.066,1.397,0.331
"MVMR-cML",3,0.01,0.641,0.152,0.343,0.938,0.595
"MVMR-cML",3,1e-04,0.414,0.2,0.022,0.807,0.785
"MVMR-cML",3,1e-06,0.504,0.22,0.073,0.935,0.862
"MVMR-cML",3,1e-08,0.622,0.228,0.174,1.069,0.895
"FLOW-MR",3,0.01,0.958,0.202,0.544,1.346,0.802
"FLOW-MR",3,1e-04,0.903,0.215,0.466,1.306,0.84
"FLOW-MR",3,1e-06,0.956,0.209,0.534,1.35,0.816
"FLOW-MR",3,1e-08,1.021,0.215,0.567,1.425,0.858
"MVMR-Horse",3,0.01,1.199,0.085,1.031,1.367,0.336
"MVMR-Horse",3,1e-04,1.172,0.086,0.998,1.332,0.334
"MVMR-Horse",3,1e-06,1.194,0.094,1.007,1.372,0.365
"MVMR-Horse",3,1e-08,1.223,0.093,1.038,1.402,0.364
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.271,0.095,1.085,1.458,0.373
"MVMR-IVW",3,1e-04,1.276,0.105,1.069,1.482,0.413
"MVMR-IVW",3,1e-06,1.248,0.109,1.034,1.463,0.429
"MVMR-IVW",3,1e-08,1.299,0.11,1.083,1.515,0.432
"GRAPPLE",3,0.01,1.142,0.23,0.692,1.592,0.9
"GRAPPLE",3,1e-04,1.144,0.277,0.601,1.687,1.086
"GRAPPLE",3,1e-06,1.145,0.243,0.668,1.621,0.953
"GRAPPLE",3,1e-08,1.237,0.244,0.758,1.716,0.958
"MVMR-Egger",3,0.01,1.173,0.128,0.922,1.425,0.503
"MVMR-Egger",3,1e-04,1.164,0.143,0.884,1.444,0.56
"MVMR-Egger",3,1e-06,1.216,0.154,0.915,1.517,0.602
"MVMR-Egger",3,1e-08,1.144,0.156,0.837,1.45,0.613
"MVMR-Robust",3,0.01,1.278,0.076,1.129,1.426,0.297
"MVMR-Robust",3,1e-04,1.275,0.083,1.113,1.437,0.324
"MVMR-Robust",3,1e-06,1.258,0.084,1.093,1.422,0.329
"MVMR-Robust",3,1e-08,1.316,0.083,1.153,1.479,0.326
"MVMR-cML",3,0.01,0.476,0.214,0.055,0.896,0.841
"MVMR-cML",3,1e-04,0.296,0.257,-0.208,0.8,1.008
"MVMR-cML",3,1e-06,0.369,0.282,-0.183,0.921,1.104
"MVMR-cML",3,1e-08,0.876,0.208,0.468,1.284,0.816
"FLOW-MR",3,0.01,1.119,0.177,0.758,1.46,0.702
"FLOW-MR",3,1e-04,1.098,0.203,0.692,1.498,0.806
"FLOW-MR",3,1e-06,1.081,0.195,0.687,1.465,0.778
"FLOW-MR",3,1e-08,1.159,0.196,0.76,1.536,0.776
"MVMR-Horse",3,0.01,1.288,0.084,1.131,1.446,0.315
"MVMR-Horse",3,1e-04,1.284,0.091,1.102,1.458,0.356
"MVMR-Horse",3,1e-06,1.256,0.09,1.077,1.431,0.354
"MVMR-Horse",3,1e-08,1.329,0.092,1.153,1.511,0.358
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.23,0.11,1.015,1.444,0.429
"MVMR-IVW",3,1e-04,1.212,0.117,0.983,1.44,0.457
"MVMR-IVW",3,1e-06,1.134,0.121,0.896,1.372,0.476
"MVMR-IVW",3,1e-08,1.186,0.124,0.944,1.428,0.484
"GRAPPLE",3,0.01,1.474,0.366,0.757,2.191,1.434
"GRAPPLE",3,1e-04,1.325,0.377,0.585,2.064,1.479
"GRAPPLE",3,1e-06,0.998,0.337,0.337,1.659,1.322
"GRAPPLE",3,1e-08,1.178,0.371,0.451,1.905,1.454
"MVMR-Egger",3,0.01,1.07,0.142,0.792,1.349,0.557
"MVMR-Egger",3,1e-04,1.028,0.158,0.719,1.337,0.618
"MVMR-Egger",3,1e-06,0.992,0.172,0.655,1.329,0.674
"MVMR-Egger",3,1e-08,0.971,0.182,0.614,1.328,0.714
"MVMR-Robust",3,0.01,1.263,0.107,1.052,1.473,0.421
"MVMR-Robust",3,1e-04,1.235,0.113,1.014,1.456,0.442
"MVMR-Robust",3,1e-06,1.163,0.112,0.944,1.383,0.439
"MVMR-Robust",3,1e-08,1.229,0.111,1.01,1.447,0.437
"MVMR-cML",3,0.01,2.381,0.262,1.867,2.894,1.027
"MVMR-cML",3,1e-04,0.494,0.217,0.069,0.919,0.85
"MVMR-cML",3,1e-06,0.219,0.294,-0.359,0.796,1.155
"MVMR-cML",3,1e-08,0.689,0.194,0.309,1.069,0.76
"FLOW-MR",3,0.01,1.029,0.247,0.536,1.509,0.973
"FLOW-MR",3,1e-04,0.989,0.239,0.521,1.461,0.94
"FLOW-MR",3,1e-06,0.911,0.236,0.445,1.373,0.928
"FLOW-MR",3,1e-08,0.98,0.231,0.51,1.417,0.907
"MVMR-Horse",3,0.01,1.269,0.106,1.062,1.471,0.409
"MVMR-Horse",3,1e-04,1.247,0.107,1.045,1.463,0.418
"MVMR-Horse",3,1e-06,1.175,0.111,0.96,1.392,0.432
"MVMR-Horse",3,1e-08,1.243,0.111,1.025,1.455,0.43
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.204,0.11,0.988,1.419,0.431
"MVMR-IVW",3,1e-04,1.234,0.119,1.001,1.466,0.465
"MVMR-IVW",3,1e-06,1.146,0.124,0.902,1.389,0.487
"MVMR-IVW",3,1e-08,1.086,0.126,0.838,1.333,0.495
"GRAPPLE",3,0.01,-1.764,3.981,-9.567,6.039,15.606
"GRAPPLE",3,1e-04,0.13,1.655,-3.114,3.374,6.488
"GRAPPLE",3,1e-06,-2.288,5.572,-13.21,8.634,21.844
"GRAPPLE",3,1e-08,-4.721,10.817,-25.922,16.48,42.402
"MVMR-Egger",3,0.01,1.077,0.144,0.795,1.359,0.564
"MVMR-Egger",3,1e-04,1.136,0.157,0.828,1.444,0.616
"MVMR-Egger",3,1e-06,1.162,0.168,0.833,1.492,0.659
"MVMR-Egger",3,1e-08,1.001,0.179,0.651,1.352,0.701
"MVMR-Robust",3,0.01,1.178,0.115,0.953,1.404,0.451
"MVMR-Robust",3,1e-04,1.201,0.124,0.957,1.445,0.488
"MVMR-Robust",3,1e-06,1.162,0.123,0.921,1.403,0.482
"MVMR-Robust",3,1e-08,1.131,0.118,0.901,1.362,0.461
"MVMR-cML",3,0.01,-0.092,0.235,-0.553,0.369,0.922
"MVMR-cML",3,1e-04,-0.023,0.267,-0.546,0.5,1.046
"MVMR-cML",3,1e-06,0.009,0.266,-0.513,0.53,1.043
"MVMR-cML",3,1e-08,-0.024,0.301,-0.614,0.566,1.18
"FLOW-MR",3,0.01,0.752,0.279,0.191,1.28,1.089
"FLOW-MR",3,1e-04,0.8,0.288,0.207,1.356,1.149
"FLOW-MR",3,1e-06,0.724,0.286,0.144,1.263,1.119
"FLOW-MR",3,1e-08,0.657,0.276,0.095,1.173,1.078
"MVMR-Horse",3,0.01,1.14,0.118,0.912,1.378,0.466
"MVMR-Horse",3,1e-04,1.155,0.126,0.914,1.401,0.487
"MVMR-Horse",3,1e-06,1.108,0.142,0.827,1.376,0.549
"MVMR-Horse",3,1e-08,1.051,0.124,0.807,1.294,0.487
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.131,0.102,0.931,1.33,0.399
"MVMR-IVW",3,1e-04,1.159,0.109,0.945,1.374,0.429
"MVMR-IVW",3,1e-06,1.202,0.117,0.972,1.432,0.46
"MVMR-IVW",3,1e-08,1.182,0.118,0.951,1.414,0.463
"GRAPPLE",3,0.01,1.016,0.295,0.437,1.595,1.158
"GRAPPLE",3,1e-04,1.056,0.294,0.48,1.632,1.152
"GRAPPLE",3,1e-06,1.086,0.306,0.487,1.685,1.198
"GRAPPLE",3,1e-08,1.046,0.3,0.459,1.634,1.175
"MVMR-Egger",3,0.01,1.11,0.138,0.839,1.38,0.541
"MVMR-Egger",3,1e-04,1.107,0.15,0.813,1.402,0.589
"MVMR-Egger",3,1e-06,1.236,0.164,0.915,1.557,0.642
"MVMR-Egger",3,1e-08,1.094,0.171,0.758,1.43,0.672
"MVMR-Robust",3,0.01,1.136,0.08,0.979,1.292,0.313
"MVMR-Robust",3,1e-04,1.161,0.084,0.997,1.326,0.329
"MVMR-Robust",3,1e-06,1.176,0.089,1.001,1.351,0.35
"MVMR-Robust",3,1e-08,1.17,0.089,0.996,1.344,0.348
"MVMR-cML",3,0.01,0.161,0.243,-0.315,0.636,0.951
"MVMR-cML",3,1e-04,0.254,0.252,-0.239,0.747,0.986
"MVMR-cML",3,1e-06,0.297,0.274,-0.239,0.834,1.073
"MVMR-cML",3,1e-08,0.099,0.313,-0.514,0.713,1.227
"FLOW-MR",3,0.01,0.923,0.212,0.493,1.336,0.843
"FLOW-MR",3,1e-04,0.981,0.213,0.544,1.389,0.845
"FLOW-MR",3,1e-06,1.029,0.222,0.584,1.467,0.883
"FLOW-MR",3,1e-08,1,0.228,0.544,1.438,0.894
"MVMR-Horse",3,0.01,1.147,0.088,0.98,1.324,0.344
"MVMR-Horse",3,1e-04,1.168,0.094,0.989,1.358,0.369
"MVMR-Horse",3,1e-06,1.18,0.096,0.994,1.37,0.376
"MVMR-Horse",3,1e-08,1.175,0.096,0.987,1.368,0.381
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.089,0.097,0.9,1.279,0.379
"MVMR-IVW",3,1e-04,1.067,0.104,0.863,1.272,0.409
"MVMR-IVW",3,1e-06,1.07,0.111,0.853,1.288,0.435
"MVMR-IVW",3,1e-08,1.069,0.11,0.853,1.285,0.432
"GRAPPLE",3,0.01,0.736,0.347,0.056,1.416,1.36
"GRAPPLE",3,1e-04,0.449,0.405,-0.345,1.243,1.588
"GRAPPLE",3,1e-06,0.586,0.414,-0.226,1.398,1.624
"GRAPPLE",3,1e-08,0.734,0.326,0.095,1.374,1.279
"MVMR-Egger",3,0.01,0.994,0.128,0.744,1.245,0.501
"MVMR-Egger",3,1e-04,0.898,0.142,0.62,1.177,0.557
"MVMR-Egger",3,1e-06,0.941,0.155,0.637,1.245,0.608
"MVMR-Egger",3,1e-08,0.899,0.161,0.584,1.214,0.63
"MVMR-Robust",3,0.01,1.162,0.082,1,1.324,0.324
"MVMR-Robust",3,1e-04,1.145,0.086,0.977,1.313,0.336
"MVMR-Robust",3,1e-06,1.126,0.091,0.948,1.305,0.357
"MVMR-Robust",3,1e-08,1.116,0.089,0.941,1.291,0.35
"MVMR-cML",3,0.01,0.147,0.243,-0.33,0.624,0.954
"MVMR-cML",3,1e-04,-0.044,0.291,-0.614,0.526,1.14
"MVMR-cML",3,1e-06,-0.049,0.314,-0.665,0.566,1.231
"MVMR-cML",3,1e-08,-0.108,0.334,-0.763,0.547,1.31
"FLOW-MR",3,0.01,0.83,0.224,0.367,1.249,0.882
"FLOW-MR",3,1e-04,0.794,0.239,0.286,1.237,0.951
"FLOW-MR",3,1e-06,0.79,0.232,0.317,1.223,0.906
"FLOW-MR",3,1e-08,0.797,0.218,0.361,1.209,0.848
"MVMR-Horse",3,0.01,1.143,0.093,0.959,1.326,0.367
"MVMR-Horse",3,1e-04,1.135,0.095,0.942,1.319,0.377
"MVMR-Horse",3,1e-06,1.095,0.105,0.875,1.299,0.424
"MVMR-Horse",3,1e-08,1.085,0.103,0.886,1.289,0.403
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.173,0.106,0.965,1.38,0.415
"MVMR-IVW",3,1e-04,1.151,0.112,0.931,1.372,0.441
"MVMR-IVW",3,1e-06,1.14,0.117,0.911,1.37,0.459
"MVMR-IVW",3,1e-08,1.174,0.12,0.939,1.409,0.47
"GRAPPLE",3,0.01,1.307,0.242,0.833,1.781,0.948
"GRAPPLE",3,1e-04,1.275,0.252,0.782,1.769,0.987
"GRAPPLE",3,1e-06,1.262,0.238,0.796,1.729,0.933
"GRAPPLE",3,1e-08,1.321,0.252,0.827,1.815,0.988
"MVMR-Egger",3,0.01,1.022,0.135,0.758,1.287,0.529
"MVMR-Egger",3,1e-04,0.979,0.148,0.689,1.269,0.58
"MVMR-Egger",3,1e-06,1.02,0.163,0.701,1.34,0.639
"MVMR-Egger",3,1e-08,0.981,0.174,0.641,1.322,0.681
"MVMR-Robust",3,0.01,1.292,0.089,1.117,1.466,0.349
"MVMR-Robust",3,1e-04,1.271,0.095,1.086,1.457,0.371
"MVMR-Robust",3,1e-06,1.257,0.1,1.06,1.454,0.394
"MVMR-Robust",3,1e-08,1.284,0.104,1.081,1.488,0.407
"MVMR-cML",3,0.01,2.113,0.191,1.739,2.488,0.749
"MVMR-cML",3,1e-04,2.34,0.261,1.828,2.852,1.024
"MVMR-cML",3,1e-06,1.975,0.229,1.527,2.424,0.897
"MVMR-cML",3,1e-08,2.181,0.272,1.649,2.714,1.065
"FLOW-MR",3,0.01,1.072,0.22,0.628,1.49,0.862
"FLOW-MR",3,1e-04,0.985,0.244,0.471,1.444,0.973
"FLOW-MR",3,1e-06,0.984,0.246,0.472,1.45,0.978
"FLOW-MR",3,1e-08,1.019,0.251,0.507,1.495,0.988
"MVMR-Horse",3,0.01,1.33,0.096,1.14,1.528,0.388
"MVMR-Horse",3,1e-04,1.299,0.106,1.096,1.507,0.411
"MVMR-Horse",3,1e-06,1.266,0.111,1.05,1.486,0.436
"MVMR-Horse",3,1e-08,1.298,0.112,1.075,1.516,0.441
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.223,0.103,1.022,1.424,0.402
"MVMR-IVW",3,1e-04,1.229,0.106,1.021,1.437,0.416
"MVMR-IVW",3,1e-06,1.202,0.114,0.978,1.425,0.447
"MVMR-IVW",3,1e-08,1.202,0.118,0.971,1.434,0.463
"GRAPPLE",3,0.01,0.999,0.385,0.245,1.753,1.508
"GRAPPLE",3,1e-04,1.062,0.318,0.438,1.686,1.248
"GRAPPLE",3,1e-06,1.073,0.34,0.406,1.74,1.334
"GRAPPLE",3,1e-08,1.131,0.344,0.457,1.806,1.349
"MVMR-Egger",3,0.01,1.134,0.14,0.859,1.41,0.551
"MVMR-Egger",3,1e-04,1.166,0.15,0.873,1.46,0.587
"MVMR-Egger",3,1e-06,1.21,0.159,0.899,1.521,0.622
"MVMR-Egger",3,1e-08,1.124,0.166,0.8,1.449,0.649
"MVMR-Robust",3,0.01,1.196,0.117,0.966,1.426,0.46
"MVMR-Robust",3,1e-04,1.201,0.12,0.966,1.435,0.469
"MVMR-Robust",3,1e-06,1.203,0.123,0.962,1.443,0.481
"MVMR-Robust",3,1e-08,1.236,0.125,0.991,1.48,0.489
"MVMR-cML",3,0.01,-0.282,0.299,-0.868,0.304,1.172
"MVMR-cML",3,1e-04,-0.181,0.311,-0.79,0.429,1.219
"MVMR-cML",3,1e-06,-0.094,0.323,-0.727,0.54,1.267
"MVMR-cML",3,1e-08,0.003,0.342,-0.668,0.673,1.341
"FLOW-MR",3,0.01,0.92,0.268,0.387,1.439,1.052
"FLOW-MR",3,1e-04,1.008,0.253,0.492,1.488,0.996
"FLOW-MR",3,1e-06,0.998,0.241,0.51,1.462,0.952
"FLOW-MR",3,1e-08,0.991,0.259,0.461,1.478,1.017
"MVMR-Horse",3,0.01,1.15,0.113,0.933,1.381,0.448
"MVMR-Horse",3,1e-04,1.152,0.105,0.953,1.361,0.408
"MVMR-Horse",3,1e-06,1.172,0.116,0.954,1.408,0.454
"MVMR-Horse",3,1e-08,1.21,0.121,0.971,1.45,0.479
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.329,0.104,1.126,1.532,0.406
"MVMR-IVW",3,1e-04,1.335,0.112,1.116,1.554,0.438
"MVMR-IVW",3,1e-06,1.354,0.12,1.12,1.588,0.468
"MVMR-IVW",3,1e-08,1.376,0.119,1.143,1.608,0.465
"GRAPPLE",3,0.01,1.35,0.281,0.799,1.902,1.103
"GRAPPLE",3,1e-04,1.379,0.319,0.754,2.004,1.25
"GRAPPLE",3,1e-06,1.376,0.334,0.722,2.03,1.308
"GRAPPLE",3,1e-08,1.326,0.332,0.675,1.976,1.301
"MVMR-Egger",3,0.01,1.158,0.14,0.884,1.433,0.549
"MVMR-Egger",3,1e-04,1.185,0.156,0.878,1.491,0.613
"MVMR-Egger",3,1e-06,1.282,0.173,0.944,1.621,0.677
"MVMR-Egger",3,1e-08,1.276,0.176,0.931,1.621,0.69
"MVMR-Robust",3,0.01,1.312,0.09,1.137,1.488,0.351
"MVMR-Robust",3,1e-04,1.312,0.092,1.132,1.492,0.36
"MVMR-Robust",3,1e-06,1.327,0.096,1.139,1.516,0.377
"MVMR-Robust",3,1e-08,1.308,0.097,1.117,1.499,0.382
"MVMR-cML",3,0.01,2.249,0.239,1.78,2.718,0.938
"MVMR-cML",3,1e-04,2.259,0.236,1.796,2.722,0.926
"MVMR-cML",3,1e-06,2.405,0.274,1.868,2.942,1.074
"MVMR-cML",3,1e-08,1.799,0.262,1.286,2.312,1.026
"FLOW-MR",3,0.01,1.189,0.224,0.739,1.618,0.879
"FLOW-MR",3,1e-04,1.191,0.228,0.737,1.649,0.912
"FLOW-MR",3,1e-06,1.207,0.235,0.737,1.671,0.934
"FLOW-MR",3,1e-08,1.209,0.23,0.754,1.652,0.898
"MVMR-Horse",3,0.01,1.382,0.105,1.176,1.587,0.411
"MVMR-Horse",3,1e-04,1.362,0.106,1.155,1.568,0.413
"MVMR-Horse",3,1e-06,1.389,0.111,1.177,1.617,0.44
"MVMR-Horse",3,1e-08,1.366,0.108,1.157,1.583,0.426
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.102,0.109,0.888,1.315,0.427
"MVMR-IVW",3,1e-04,1.161,0.114,0.937,1.385,0.448
"MVMR-IVW",3,1e-06,1.177,0.123,0.935,1.418,0.483
"MVMR-IVW",3,1e-08,1.167,0.126,0.92,1.415,0.495
"GRAPPLE",3,0.01,0.655,0.325,0.017,1.292,1.275
"GRAPPLE",3,1e-04,0.865,0.329,0.219,1.51,1.291
"GRAPPLE",3,1e-06,0.893,0.375,0.158,1.628,1.47
"GRAPPLE",3,1e-08,0.75,0.456,-0.143,1.643,1.786
"MVMR-Egger",3,0.01,0.948,0.145,0.665,1.232,0.567
"MVMR-Egger",3,1e-04,0.964,0.159,0.653,1.276,0.623
"MVMR-Egger",3,1e-06,1.01,0.176,0.664,1.356,0.692
"MVMR-Egger",3,1e-08,0.856,0.188,0.488,1.225,0.737
"MVMR-Robust",3,0.01,1.162,0.092,0.981,1.343,0.362
"MVMR-Robust",3,1e-04,1.215,0.094,1.031,1.399,0.368
"MVMR-Robust",3,1e-06,1.207,0.096,1.018,1.396,0.378
"MVMR-Robust",3,1e-08,1.225,0.1,1.03,1.421,0.391
"MVMR-cML",3,0.01,-0.221,0.296,-0.801,0.36,1.161
"MVMR-cML",3,1e-04,-0.05,0.292,-0.623,0.524,1.147
"MVMR-cML",3,1e-06,-0.04,0.328,-0.683,0.602,1.285
"MVMR-cML",3,1e-08,0.022,0.361,-0.686,0.73,1.416
"FLOW-MR",3,0.01,0.675,0.257,0.15,1.147,0.997
"FLOW-MR",3,1e-04,0.825,0.251,0.313,1.301,0.988
"FLOW-MR",3,1e-06,0.842,0.254,0.322,1.328,1.006
"FLOW-MR",3,1e-08,0.823,0.271,0.269,1.342,1.073
"MVMR-Horse",3,0.01,1.12,0.11,0.907,1.332,0.425
"MVMR-Horse",3,1e-04,1.193,0.106,0.988,1.405,0.417
"MVMR-Horse",3,1e-06,1.162,0.106,0.95,1.364,0.414
"MVMR-Horse",3,1e-08,1.174,0.111,0.953,1.385,0.432
"FLOW-MR-indirect",3,0.01,0,0,0,0,0
"FLOW-MR-indirect",3,1e-04,0,0,0,0,0
"FLOW-MR-indirect",3,1e-06,0,0,0,0,0
"FLOW-MR-indirect",3,1e-08,0,0,0,0,0
"MVMR-IVW",3,0.01,1.117,0.101,0.918,1.316,0.398
"MVMR-IVW",3,1e-04,1.129,0.106,0.922,1.336,0.414
"MVMR-IVW",3,1e-06,1.165,0.115,0.939,1.391,0.452
