"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-cML",2,1e-04,2.293,0.27,1.764,2.823,1.059
"MVMR-cML",2,1e-06,0.602,0.297,0.02,1.184,1.164
"MVMR-cML",2,1e-08,2.337,0.367,1.617,3.057,1.44
"FLOW-MR",2,0.01,1.087,0.301,0.463,1.64,1.177
"FLOW-MR",2,1e-04,1.123,0.291,0.526,1.681,1.155
"FLOW-MR",2,1e-06,1.03,0.289,0.437,1.572,1.135
"FLOW-MR",2,1e-08,0.964,0.326,0.277,1.573,1.296
"MVMR-Horse",2,0.01,1.395,0.094,1.209,1.576,0.367
"MVMR-Horse",2,1e-04,1.393,0.101,1.196,1.597,0.401
"MVMR-Horse",2,1e-06,1.351,0.108,1.141,1.561,0.42
"MVMR-Horse",2,1e-08,1.347,0.116,1.111,1.569,0.458
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.135,0.09,0.958,1.311,0.353
"MVMR-IVW",2,1e-04,1.144,0.099,0.949,1.338,0.389
"MVMR-IVW",2,1e-06,1.143,0.108,0.932,1.354,0.422
"MVMR-IVW",2,1e-08,1.131,0.118,0.901,1.362,0.461
"GRAPPLE",2,0.01,0.348,0.293,-0.226,0.922,1.148
"GRAPPLE",2,1e-04,0.465,0.294,-0.11,1.041,1.151
"GRAPPLE",2,1e-06,0.649,0.26,0.14,1.158,1.018
"GRAPPLE",2,1e-08,0.513,0.299,-0.073,1.099,1.172
"MVMR-Egger",2,0.01,1.176,0.126,0.928,1.423,0.495
"MVMR-Egger",2,1e-04,1.124,0.148,0.835,1.413,0.578
"MVMR-Egger",2,1e-06,1.099,0.166,0.774,1.425,0.651
"MVMR-Egger",2,1e-08,1.056,0.189,0.686,1.427,0.741
"MVMR-Robust",2,0.01,1.163,0.09,0.987,1.339,0.352
"MVMR-Robust",2,1e-04,1.183,0.1,0.988,1.378,0.39
"MVMR-Robust",2,1e-06,1.185,0.11,0.97,1.4,0.43
"MVMR-Robust",2,1e-08,1.191,0.113,0.971,1.412,0.441
"MVMR-cML",2,0.01,-0.321,0.297,-0.904,0.262,1.166
"MVMR-cML",2,1e-04,-0.224,0.316,-0.845,0.396,1.241
"MVMR-cML",2,1e-06,-0.168,0.316,-0.787,0.451,1.238
"MVMR-cML",2,1e-08,-0.155,0.328,-0.797,0.487,1.284
"FLOW-MR",2,0.01,0.729,0.209,0.29,1.113,0.823
"FLOW-MR",2,1e-04,0.816,0.217,0.376,1.223,0.847
"FLOW-MR",2,1e-06,0.839,0.209,0.411,1.229,0.818
"FLOW-MR",2,1e-08,0.864,0.231,0.4,1.304,0.904
"MVMR-Horse",2,0.01,1.073,0.094,0.891,1.258,0.367
"MVMR-Horse",2,1e-04,1.119,0.1,0.918,1.314,0.396
"MVMR-Horse",2,1e-06,1.126,0.108,0.902,1.336,0.434
"MVMR-Horse",2,1e-08,1.164,0.118,0.929,1.393,0.464
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.357,0.094,1.173,1.541,0.368
"MVMR-IVW",2,1e-04,1.398,0.102,1.199,1.598,0.399
"MVMR-IVW",2,1e-06,1.342,0.114,1.119,1.565,0.446
"MVMR-IVW",2,1e-08,1.327,0.124,1.085,1.57,0.485
"GRAPPLE",2,0.01,1.388,0.338,0.727,2.05,1.323
"GRAPPLE",2,1e-04,1.579,0.273,1.043,2.115,1.072
"GRAPPLE",2,1e-06,1.305,0.27,0.775,1.834,1.059
"GRAPPLE",2,1e-08,1.252,0.26,0.742,1.762,1.02
"MVMR-Egger",2,0.01,1.233,0.129,0.98,1.486,0.506
"MVMR-Egger",2,1e-04,1.212,0.146,0.926,1.497,0.571
"MVMR-Egger",2,1e-06,1.185,0.16,0.872,1.498,0.626
"MVMR-Egger",2,1e-08,1.118,0.179,0.768,1.468,0.7
"MVMR-Robust",2,0.01,1.363,0.098,1.171,1.555,0.384
"MVMR-Robust",2,1e-04,1.402,0.111,1.184,1.619,0.435
"MVMR-Robust",2,1e-06,1.33,0.118,1.099,1.56,0.461
"MVMR-Robust",2,1e-08,1.302,0.125,1.056,1.548,0.492
"MVMR-cML",2,0.01,2.395,0.24,1.925,2.865,0.94
"MVMR-cML",2,1e-04,2.583,0.27,2.054,3.113,1.059
"MVMR-cML",2,1e-06,0.4,0.277,-0.142,0.943,1.085
"MVMR-cML",2,1e-08,0.401,0.314,-0.214,1.016,1.23
"FLOW-MR",2,0.01,1.134,0.222,0.701,1.579,0.878
"FLOW-MR",2,1e-04,1.239,0.223,0.794,1.672,0.878
"FLOW-MR",2,1e-06,1.159,0.222,0.705,1.592,0.887
"FLOW-MR",2,1e-08,1.137,0.232,0.672,1.581,0.909
"MVMR-Horse",2,0.01,1.424,0.097,1.232,1.609,0.377
"MVMR-Horse",2,1e-04,1.467,0.103,1.272,1.668,0.396
"MVMR-Horse",2,1e-06,1.363,0.115,1.139,1.588,0.449
"MVMR-Horse",2,1e-08,1.311,0.121,1.072,1.551,0.479
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.184,0.097,0.994,1.374,0.38
"MVMR-IVW",2,1e-04,1.2,0.109,0.985,1.414,0.429
"MVMR-IVW",2,1e-06,1.215,0.118,0.984,1.446,0.462
"MVMR-IVW",2,1e-08,1.117,0.126,0.87,1.364,0.494
"GRAPPLE",2,0.01,0.847,0.273,0.311,1.383,1.072
"GRAPPLE",2,1e-04,0.918,0.308,0.315,1.522,1.207
"GRAPPLE",2,1e-06,0.956,0.306,0.356,1.557,1.201
"GRAPPLE",2,1e-08,0.731,0.279,0.184,1.278,1.094
"MVMR-Egger",2,0.01,1.287,0.132,1.029,1.545,0.516
"MVMR-Egger",2,1e-04,1.244,0.154,0.942,1.546,0.604
"MVMR-Egger",2,1e-06,1.299,0.172,0.963,1.636,0.673
"MVMR-Egger",2,1e-08,1.216,0.192,0.84,1.591,0.751
"MVMR-Robust",2,0.01,1.164,0.091,0.985,1.342,0.357
"MVMR-Robust",2,1e-04,1.171,0.099,0.977,1.365,0.388
"MVMR-Robust",2,1e-06,1.189,0.106,0.981,1.396,0.415
"MVMR-Robust",2,1e-08,1.075,0.11,0.86,1.29,0.43
"MVMR-cML",2,0.01,0.018,0.262,-0.496,0.531,1.027
"MVMR-cML",2,1e-04,0.062,0.288,-0.502,0.626,1.128
"MVMR-cML",2,1e-06,0.212,0.269,-0.315,0.74,1.055
"MVMR-cML",2,1e-08,-0.218,0.331,-0.867,0.431,1.298
"FLOW-MR",2,0.01,0.794,0.233,0.291,1.224,0.933
"FLOW-MR",2,1e-04,0.863,0.236,0.381,1.305,0.924
"FLOW-MR",2,1e-06,0.929,0.249,0.413,1.39,0.977
"FLOW-MR",2,1e-08,0.798,0.231,0.307,1.229,0.922
"MVMR-Horse",2,0.01,1.076,0.094,0.891,1.259,0.368
"MVMR-Horse",2,1e-04,1.099,0.102,0.906,1.302,0.396
"MVMR-Horse",2,1e-06,1.12,0.11,0.912,1.341,0.429
"MVMR-Horse",2,1e-08,0.995,0.106,0.789,1.203,0.414
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.124,0.089,0.948,1.299,0.351
"MVMR-IVW",2,1e-04,1.111,0.098,0.918,1.304,0.386
"MVMR-IVW",2,1e-06,1.097,0.109,0.883,1.312,0.429
"MVMR-IVW",2,1e-08,1.073,0.127,0.824,1.323,0.499
"GRAPPLE",2,0.01,1.025,0.366,0.307,1.743,1.436
"GRAPPLE",2,1e-04,1.018,0.281,0.467,1.569,1.102
"GRAPPLE",2,1e-06,0.975,0.334,0.321,1.629,1.308
"GRAPPLE",2,1e-08,0.844,0.474,-0.084,1.772,1.856
"MVMR-Egger",2,0.01,1.056,0.121,0.819,1.293,0.474
"MVMR-Egger",2,1e-04,0.987,0.138,0.716,1.258,0.542
"MVMR-Egger",2,1e-06,0.943,0.161,0.627,1.259,0.632
"MVMR-Egger",2,1e-08,0.904,0.189,0.533,1.275,0.742
"MVMR-Robust",2,0.01,1.161,0.085,0.995,1.327,0.332
"MVMR-Robust",2,1e-04,1.157,0.094,0.974,1.34,0.366
"MVMR-Robust",2,1e-06,1.153,0.102,0.952,1.353,0.401
"MVMR-Robust",2,1e-08,1.131,0.125,0.885,1.377,0.492
"MVMR-cML",2,0.01,0.35,0.211,-0.065,0.764,0.829
"MVMR-cML",2,1e-04,0.579,0.246,0.098,1.06,0.962
"MVMR-cML",2,1e-06,0.467,0.274,-0.07,1.003,1.073
"MVMR-cML",2,1e-08,-0.025,0.301,-0.615,0.565,1.18
"FLOW-MR",2,0.01,0.905,0.237,0.415,1.36,0.945
"FLOW-MR",2,1e-04,0.912,0.226,0.453,1.337,0.884
"FLOW-MR",2,1e-06,0.867,0.236,0.383,1.312,0.929
"FLOW-MR",2,1e-08,0.77,0.271,0.223,1.278,1.055
"MVMR-Horse",2,0.01,1.15,0.089,0.98,1.333,0.353
"MVMR-Horse",2,1e-04,1.15,0.094,0.97,1.338,0.368
"MVMR-Horse",2,1e-06,1.154,0.097,0.96,1.343,0.383
"MVMR-Horse",2,1e-08,1.102,0.126,0.854,1.348,0.494
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.354,0.09,1.178,1.53,0.352
"MVMR-IVW",2,1e-04,1.422,0.103,1.219,1.624,0.405
"MVMR-IVW",2,1e-06,1.381,0.118,1.149,1.612,0.463
"MVMR-IVW",2,1e-08,1.399,0.133,1.137,1.661,0.524
"GRAPPLE",2,0.01,1.449,0.214,1.029,1.869,0.84
"GRAPPLE",2,1e-04,1.629,0.232,1.175,2.084,0.909
"GRAPPLE",2,1e-06,1.516,0.34,0.849,2.183,1.334
"GRAPPLE",2,1e-08,1.613,0.363,0.901,2.325,1.424
"MVMR-Egger",2,0.01,1.37,0.123,1.128,1.611,0.483
"MVMR-Egger",2,1e-04,1.321,0.146,1.034,1.608,0.574
"MVMR-Egger",2,1e-06,1.277,0.167,0.95,1.604,0.654
"MVMR-Egger",2,1e-08,1.241,0.192,0.864,1.618,0.754
"MVMR-Robust",2,0.01,1.349,0.077,1.199,1.5,0.301
"MVMR-Robust",2,1e-04,1.418,0.081,1.259,1.576,0.317
"MVMR-Robust",2,1e-06,1.365,0.095,1.179,1.55,0.371
"MVMR-Robust",2,1e-08,1.382,0.106,1.174,1.589,0.415
"MVMR-cML",2,0.01,1.81,0.189,1.439,2.18,0.741
"MVMR-cML",2,1e-04,2.301,0.259,1.793,2.809,1.016
"MVMR-cML",2,1e-06,1.948,0.258,1.442,2.453,1.011
"MVMR-cML",2,1e-08,2.001,0.26,1.491,2.511,1.02
"FLOW-MR",2,0.01,1.265,0.198,0.852,1.628,0.776
"FLOW-MR",2,1e-04,1.34,0.2,0.942,1.733,0.791
"FLOW-MR",2,1e-06,1.228,0.231,0.749,1.663,0.914
"FLOW-MR",2,1e-08,1.239,0.254,0.724,1.714,0.99
"MVMR-Horse",2,0.01,1.349,0.08,1.193,1.503,0.31
"MVMR-Horse",2,1e-04,1.419,0.085,1.249,1.587,0.338
"MVMR-Horse",2,1e-06,1.374,0.099,1.176,1.563,0.387
"MVMR-Horse",2,1e-08,1.403,0.111,1.184,1.628,0.444
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.103,0.091,0.925,1.281,0.356
"MVMR-IVW",2,1e-04,1.113,0.099,0.919,1.308,0.389
"MVMR-IVW",2,1e-06,1.133,0.11,0.917,1.349,0.432
"MVMR-IVW",2,1e-08,1.113,0.122,0.875,1.351,0.476
"GRAPPLE",2,0.01,-0.505,0.613,-1.708,0.697,2.405
"GRAPPLE",2,1e-04,-0.202,0.535,-1.25,0.846,2.096
"GRAPPLE",2,1e-06,0.409,0.372,-0.32,1.138,1.458
"GRAPPLE",2,1e-08,0.429,0.379,-0.313,1.172,1.485
"MVMR-Egger",2,0.01,0.983,0.124,0.741,1.225,0.484
"MVMR-Egger",2,1e-04,0.903,0.139,0.63,1.175,0.545
"MVMR-Egger",2,1e-06,0.889,0.158,0.579,1.2,0.621
"MVMR-Egger",2,1e-08,0.835,0.18,0.482,1.188,0.706
"MVMR-Robust",2,0.01,1.134,0.079,0.98,1.288,0.308
"MVMR-Robust",2,1e-04,1.147,0.088,0.974,1.321,0.347
"MVMR-Robust",2,1e-06,1.177,0.098,0.985,1.368,0.383
"MVMR-Robust",2,1e-08,1.151,0.107,0.942,1.36,0.418
"MVMR-cML",2,0.01,-0.332,0.316,-0.951,0.287,1.238
"MVMR-cML",2,1e-04,-0.39,0.361,-1.098,0.318,1.416
"MVMR-cML",2,1e-06,-0.176,0.357,-0.875,0.523,1.398
"MVMR-cML",2,1e-08,-0.159,0.365,-0.875,0.557,1.432
"FLOW-MR",2,0.01,0.751,0.223,0.287,1.16,0.873
"FLOW-MR",2,1e-04,0.83,0.219,0.373,1.231,0.858
"FLOW-MR",2,1e-06,0.854,0.227,0.382,1.275,0.893
"FLOW-MR",2,1e-08,0.84,0.228,0.359,1.261,0.902
"MVMR-Horse",2,0.01,1.116,0.087,0.951,1.289,0.338
"MVMR-Horse",2,1e-04,1.153,0.09,0.976,1.341,0.365
"MVMR-Horse",2,1e-06,1.188,0.098,0.992,1.378,0.386
"MVMR-Horse",2,1e-08,1.17,0.105,0.964,1.365,0.401
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.109,0.091,0.93,1.287,0.357
"MVMR-IVW",2,1e-04,1.083,0.1,0.886,1.28,0.394
"MVMR-IVW",2,1e-06,1.087,0.112,0.867,1.307,0.44
"MVMR-IVW",2,1e-08,1.155,0.125,0.909,1.401,0.492
"GRAPPLE",2,0.01,-0.759,0.918,-2.558,1.04,3.598
"GRAPPLE",2,1e-04,0.326,0.346,-0.352,1.005,1.357
"GRAPPLE",2,1e-06,0.322,0.398,-0.457,1.101,1.558
"GRAPPLE",2,1e-08,0.818,0.337,0.157,1.479,1.322
"MVMR-Egger",2,0.01,1.083,0.127,0.834,1.333,0.499
"MVMR-Egger",2,1e-04,1.085,0.143,0.805,1.366,0.561
"MVMR-Egger",2,1e-06,1.089,0.168,0.761,1.418,0.657
"MVMR-Egger",2,1e-08,1.06,0.185,0.697,1.422,0.725
"MVMR-Robust",2,0.01,1.174,0.082,1.014,1.334,0.32
"MVMR-Robust",2,1e-04,1.167,0.088,0.994,1.34,0.346
"MVMR-Robust",2,1e-06,1.171,0.095,0.986,1.357,0.371
"MVMR-Robust",2,1e-08,1.229,0.09,1.053,1.405,0.352
"MVMR-cML",2,0.01,-0.053,0.276,-0.594,0.487,1.081
"MVMR-cML",2,1e-04,-0.127,0.295,-0.706,0.451,1.157
"MVMR-cML",2,1e-06,-0.398,0.426,-1.232,0.437,1.669
"MVMR-cML",2,1e-08,-0.006,0.37,-0.73,0.719,1.449
"FLOW-MR",2,0.01,0.852,0.235,0.361,1.282,0.921
"FLOW-MR",2,1e-04,0.886,0.214,0.433,1.279,0.846
"FLOW-MR",2,1e-06,0.837,0.236,0.346,1.28,0.934
"FLOW-MR",2,1e-08,0.93,0.24,0.441,1.373,0.932
"MVMR-Horse",2,0.01,1.163,0.09,0.982,1.338,0.356
"MVMR-Horse",2,1e-04,1.179,0.093,0.985,1.353,0.368
"MVMR-Horse",2,1e-06,1.176,0.099,0.985,1.37,0.385
"MVMR-Horse",2,1e-08,1.243,0.103,1.046,1.448,0.402
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.216,0.093,1.035,1.398,0.363
"MVMR-IVW",2,1e-04,1.159,0.103,0.958,1.361,0.403
"MVMR-IVW",2,1e-06,1.144,0.115,0.918,1.369,0.451
"MVMR-IVW",2,1e-08,1.178,0.131,0.921,1.436,0.515
"GRAPPLE",2,0.01,1.01,0.268,0.485,1.534,1.049
"GRAPPLE",2,1e-04,0.694,0.298,0.111,1.277,1.166
"GRAPPLE",2,1e-06,0.675,0.318,0.051,1.299,1.248
"GRAPPLE",2,1e-08,0.704,0.419,-0.117,1.524,1.641
"MVMR-Egger",2,0.01,1.231,0.127,0.982,1.48,0.498
"MVMR-Egger",2,1e-04,1.124,0.143,0.844,1.404,0.56
"MVMR-Egger",2,1e-06,1.02,0.166,0.694,1.347,0.653
"MVMR-Egger",2,1e-08,0.9,0.192,0.524,1.275,0.751
"MVMR-Robust",2,0.01,1.208,0.082,1.046,1.369,0.323
"MVMR-Robust",2,1e-04,1.15,0.091,0.973,1.328,0.355
"MVMR-Robust",2,1e-06,1.129,0.099,0.936,1.323,0.387
"MVMR-Robust",2,1e-08,1.163,0.114,0.94,1.385,0.445
"MVMR-cML",2,0.01,0.174,0.265,-0.347,0.694,1.041
"MVMR-cML",2,1e-04,-0.253,0.381,-1,0.494,1.494
"MVMR-cML",2,1e-06,-0.32,0.409,-1.122,0.483,1.605
"MVMR-cML",2,1e-08,-0.064,0.387,-0.823,0.694,1.517
"FLOW-MR",2,0.01,0.925,0.212,0.482,1.318,0.836
"FLOW-MR",2,1e-04,0.837,0.23,0.363,1.269,0.906
"FLOW-MR",2,1e-06,0.819,0.236,0.326,1.258,0.932
"FLOW-MR",2,1e-08,0.857,0.258,0.335,1.356,1.021
"MVMR-Horse",2,0.01,1.173,0.083,1.013,1.336,0.323
"MVMR-Horse",2,1e-04,1.12,0.094,0.93,1.303,0.373
"MVMR-Horse",2,1e-06,1.091,0.101,0.891,1.284,0.393
"MVMR-Horse",2,1e-08,1.113,0.113,0.895,1.34,0.445
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.221,0.085,1.054,1.388,0.334
"MVMR-IVW",2,1e-04,1.147,0.093,0.964,1.329,0.365
"MVMR-IVW",2,1e-06,1.152,0.102,0.953,1.351,0.398
"MVMR-IVW",2,1e-08,1.104,0.119,0.871,1.337,0.466
"GRAPPLE",2,0.01,1.139,0.2,0.747,1.531,0.784
"GRAPPLE",2,1e-04,0.926,0.199,0.536,1.316,0.78
"GRAPPLE",2,1e-06,0.96,0.207,0.554,1.365,0.811
"GRAPPLE",2,1e-08,0.686,0.332,0.036,1.337,1.301
"MVMR-Egger",2,0.01,1.059,0.124,0.815,1.302,0.487
"MVMR-Egger",2,1e-04,0.877,0.138,0.606,1.147,0.541
"MVMR-Egger",2,1e-06,0.83,0.154,0.529,1.131,0.602
"MVMR-Egger",2,1e-08,0.828,0.179,0.476,1.179,0.703
"MVMR-Robust",2,0.01,1.23,0.083,1.067,1.393,0.326
"MVMR-Robust",2,1e-04,1.154,0.091,0.975,1.333,0.358
"MVMR-Robust",2,1e-06,1.16,0.094,0.976,1.344,0.368
"MVMR-Robust",2,1e-08,1.109,0.113,0.888,1.33,0.442
"MVMR-cML",2,0.01,0.255,0.243,-0.221,0.73,0.951
"MVMR-cML",2,1e-04,0,0.277,-0.543,0.544,1.087
"MVMR-cML",2,1e-06,0.025,0.295,-0.553,0.603,1.156
"MVMR-cML",2,1e-08,-0.097,0.312,-0.709,0.515,1.224
"FLOW-MR",2,0.01,1.023,0.176,0.656,1.348,0.692
"FLOW-MR",2,1e-04,0.911,0.174,0.553,1.235,0.682
"FLOW-MR",2,1e-06,0.933,0.188,0.552,1.279,0.727
"FLOW-MR",2,1e-08,0.85,0.223,0.397,1.273,0.876
"MVMR-Horse",2,0.01,1.201,0.086,1.032,1.37,0.338
"MVMR-Horse",2,1e-04,1.128,0.09,0.95,1.308,0.358
"MVMR-Horse",2,1e-06,1.136,0.097,0.941,1.323,0.382
"MVMR-Horse",2,1e-08,1.06,0.119,0.819,1.287,0.468
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.182,0.094,0.997,1.367,0.37
"MVMR-IVW",2,1e-04,1.176,0.109,0.962,1.389,0.427
"MVMR-IVW",2,1e-06,1.13,0.124,0.886,1.373,0.487
"MVMR-IVW",2,1e-08,1.133,0.135,0.869,1.396,0.527
"GRAPPLE",2,0.01,1.202,0.445,0.33,2.074,1.744
"GRAPPLE",2,1e-04,1.21,0.429,0.368,2.051,1.683
"GRAPPLE",2,1e-06,1.09,0.651,-0.185,2.366,2.551
"GRAPPLE",2,1e-08,1.07,0.566,-0.04,2.18,2.22
"MVMR-Egger",2,0.01,1.155,0.132,0.896,1.415,0.519
"MVMR-Egger",2,1e-04,1.118,0.157,0.81,1.425,0.615
"MVMR-Egger",2,1e-06,1.114,0.184,0.754,1.474,0.72
"MVMR-Egger",2,1e-08,1.046,0.197,0.659,1.432,0.773
"MVMR-Robust",2,0.01,1.175,0.091,0.996,1.354,0.358
"MVMR-Robust",2,1e-04,1.17,0.096,0.981,1.359,0.378
"MVMR-Robust",2,1e-06,1.133,0.104,0.93,1.337,0.407
"MVMR-Robust",2,1e-08,1.148,0.111,0.931,1.365,0.434
"MVMR-cML",2,0.01,0.954,0.202,0.558,1.35,0.792
"MVMR-cML",2,1e-04,1.051,0.182,0.694,1.408,0.714
"MVMR-cML",2,1e-06,0.989,0.255,0.49,1.488,0.998
"MVMR-cML",2,1e-08,1.261,0.227,0.816,1.707,0.891
"FLOW-MR",2,0.01,0.992,0.257,0.472,1.475,1.003
"FLOW-MR",2,1e-04,0.96,0.261,0.43,1.455,1.025
"FLOW-MR",2,1e-06,0.866,0.278,0.298,1.405,1.107
"FLOW-MR",2,1e-08,0.869,0.272,0.336,1.385,1.049
"MVMR-Horse",2,0.01,1.187,0.09,1.013,1.36,0.347
"MVMR-Horse",2,1e-04,1.19,0.1,0.99,1.382,0.392
"MVMR-Horse",2,1e-06,1.148,0.111,0.939,1.374,0.435
"MVMR-Horse",2,1e-08,1.162,0.114,0.937,1.387,0.45
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.268,0.095,1.082,1.455,0.373
"MVMR-IVW",2,1e-04,1.222,0.109,1.008,1.436,0.428
"MVMR-IVW",2,1e-06,1.221,0.12,0.985,1.457,0.472
"MVMR-IVW",2,1e-08,1.192,0.132,0.933,1.452,0.519
"GRAPPLE",2,0.01,1.228,0.205,0.826,1.63,0.804
"GRAPPLE",2,1e-04,1.085,0.231,0.633,1.537,0.904
"GRAPPLE",2,1e-06,1.086,0.253,0.59,1.582,0.992
"GRAPPLE",2,1e-08,1.036,0.27,0.506,1.566,1.06
"MVMR-Egger",2,0.01,1.229,0.134,0.966,1.491,0.525
"MVMR-Egger",2,1e-04,1.037,0.161,0.722,1.353,0.631
"MVMR-Egger",2,1e-06,1.011,0.187,0.645,1.377,0.732
"MVMR-Egger",2,1e-08,0.889,0.219,0.459,1.319,0.86
"MVMR-Robust",2,0.01,1.254,0.085,1.087,1.42,0.333
"MVMR-Robust",2,1e-04,1.194,0.093,1.013,1.376,0.363
"MVMR-Robust",2,1e-06,1.182,0.097,0.993,1.371,0.378
"MVMR-Robust",2,1e-08,1.148,0.104,0.943,1.353,0.41
"MVMR-cML",2,0.01,0.748,0.167,0.42,1.076,0.656
"MVMR-cML",2,1e-04,0.298,0.25,-0.192,0.788,0.98
"MVMR-cML",2,1e-06,0.394,0.231,-0.058,0.847,0.905
"MVMR-cML",2,1e-08,0.518,0.19,0.146,0.89,0.744
"FLOW-MR",2,0.01,1.101,0.195,0.716,1.485,0.769
"FLOW-MR",2,1e-04,0.987,0.208,0.569,1.387,0.818
"FLOW-MR",2,1e-06,1.014,0.205,0.613,1.427,0.814
"FLOW-MR",2,1e-08,0.959,0.224,0.501,1.394,0.893
"MVMR-Horse",2,0.01,1.276,0.09,1.098,1.451,0.353
"MVMR-Horse",2,1e-04,1.212,0.099,1.022,1.4,0.378
"MVMR-Horse",2,1e-06,1.198,0.102,1.001,1.401,0.4
"MVMR-Horse",2,1e-08,1.155,0.108,0.942,1.357,0.415
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.283,0.092,1.102,1.463,0.361
"MVMR-IVW",2,1e-04,1.272,0.104,1.069,1.476,0.407
"MVMR-IVW",2,1e-06,1.257,0.114,1.033,1.481,0.448
"MVMR-IVW",2,1e-08,1.272,0.124,1.028,1.516,0.488
"GRAPPLE",2,0.01,1.225,0.229,0.776,1.674,0.898
"GRAPPLE",2,1e-04,1.183,0.218,0.755,1.61,0.855
"GRAPPLE",2,1e-06,1.136,0.233,0.678,1.593,0.915
"GRAPPLE",2,1e-08,1.197,0.24,0.726,1.668,0.942
"MVMR-Egger",2,0.01,1.297,0.127,1.047,1.547,0.5
"MVMR-Egger",2,1e-04,1.208,0.148,0.919,1.498,0.579
"MVMR-Egger",2,1e-06,1.125,0.165,0.801,1.448,0.647
"MVMR-Egger",2,1e-08,1.08,0.187,0.712,1.447,0.735
"MVMR-Robust",2,0.01,1.298,0.087,1.127,1.47,0.343
"MVMR-Robust",2,1e-04,1.279,0.089,1.103,1.454,0.351
"MVMR-Robust",2,1e-06,1.266,0.096,1.077,1.455,0.378
"MVMR-Robust",2,1e-08,1.286,0.099,1.092,1.48,0.388
"MVMR-cML",2,0.01,1.301,0.181,0.945,1.657,0.712
"MVMR-cML",2,1e-04,0.543,0.241,0.069,1.016,0.947
"MVMR-cML",2,1e-06,0.685,0.193,0.307,1.063,0.756
"MVMR-cML",2,1e-08,0.744,0.172,0.406,1.082,0.676
"FLOW-MR",2,0.01,1.168,0.186,0.782,1.517,0.735
"FLOW-MR",2,1e-04,1.129,0.19,0.746,1.488,0.742
"FLOW-MR",2,1e-06,1.087,0.202,0.67,1.466,0.796
"FLOW-MR",2,1e-08,1.096,0.212,0.667,1.502,0.835
