"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-Egger","2","0.01",1.207,0.117,0.978,1.437,0.459
"MVMR-Egger","2","1e-04",1.157,0.132,0.899,1.416,0.517
"MVMR-Egger","2","1e-06",1.214,0.142,0.936,1.492,0.556
"MVMR-Egger","2","1e-08",1.285,0.158,0.976,1.595,0.619
"MVMR-Robust","2","0.01",1.313,0.094,1.128,1.498,0.37
"MVMR-Robust","2","1e-04",1.271,0.099,1.076,1.465,0.389
"MVMR-Robust","2","1e-06",1.258,0.11,1.043,1.473,0.43
"MVMR-Robust","2","1e-08",1.253,0.118,1.021,1.484,0.463
"MVMR-cML","2","0.01",0.165,0.26,-0.344,0.674,1.018
"MVMR-cML","2","1e-04",-0.015,0.331,-0.664,0.635,1.299
"MVMR-cML","2","1e-06",-0.649,0.597,-1.818,0.52,2.338
"MVMR-cML","2","1e-08",-0.034,0.339,-0.699,0.631,1.33
"FLOW-MR","2","0.01",1.042,0.332,0.378,1.682,1.304
"FLOW-MR","2","1e-04",0.97,0.299,0.353,1.536,1.183
"FLOW-MR","2","1e-06",1.018,0.298,0.397,1.583,1.186
"FLOW-MR","2","1e-08",1.098,0.291,0.494,1.645,1.151
"MVMR-Horse","2","0.01",1.33,0.107,1.118,1.542,0.424
"MVMR-Horse","2","1e-04",1.24,0.116,1.012,1.469,0.457
"MVMR-Horse","2","1e-06",1.237,0.121,1.008,1.475,0.467
"MVMR-Horse","2","1e-08",1.237,0.129,0.994,1.505,0.511
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.286,0.076,1.137,1.436,0.299
"MVMR-IVW","2","1e-04",1.286,0.079,1.13,1.442,0.312
"MVMR-IVW","2","1e-06",1.262,0.084,1.097,1.427,0.33
"MVMR-IVW","2","1e-08",1.277,0.089,1.103,1.451,0.348
"GRAPPLE","2","0.01",1.444,0.357,0.743,2.144,1.401
"GRAPPLE","2","1e-04",1.603,0.345,0.926,2.28,1.354
"GRAPPLE","2","1e-06",1.371,0.295,0.793,1.949,1.156
"GRAPPLE","2","1e-08",1.26,0.243,0.783,1.737,0.954
"MVMR-Egger","2","0.01",1.184,0.097,0.994,1.374,0.38
"MVMR-Egger","2","1e-04",1.241,0.104,1.037,1.445,0.408
"MVMR-Egger","2","1e-06",1.289,0.111,1.071,1.507,0.436
"MVMR-Egger","2","1e-08",1.271,0.123,1.031,1.512,0.481
"MVMR-Robust","2","0.01",1.288,0.083,1.125,1.45,0.325
"MVMR-Robust","2","1e-04",1.302,0.09,1.127,1.478,0.351
"MVMR-Robust","2","1e-06",1.273,0.092,1.092,1.454,0.362
"MVMR-Robust","2","1e-08",1.292,0.102,1.092,1.491,0.399
"MVMR-cML","2","0.01",2.078,0.206,1.675,2.481,0.806
"MVMR-cML","2","1e-04",2.13,0.212,1.715,2.544,0.829
"MVMR-cML","2","1e-06",2.157,0.239,1.689,2.624,0.935
"MVMR-cML","2","1e-08",2.081,0.236,1.617,2.544,0.927
"FLOW-MR","2","0.01",1.073,0.152,0.765,1.367,0.602
"FLOW-MR","2","1e-04",1.116,0.161,0.804,1.429,0.625
"FLOW-MR","2","1e-06",1.121,0.167,0.789,1.443,0.654
"FLOW-MR","2","1e-08",1.182,0.176,0.835,1.529,0.694
"MVMR-Horse","2","0.01",1.345,0.086,1.182,1.516,0.334
"MVMR-Horse","2","1e-04",1.354,0.088,1.189,1.528,0.339
"MVMR-Horse","2","1e-06",1.318,0.091,1.144,1.506,0.362
"MVMR-Horse","2","1e-08",1.375,0.105,1.166,1.588,0.422
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.323,0.095,1.137,1.51,0.373
"MVMR-IVW","2","1e-04",1.295,0.103,1.092,1.497,0.405
"MVMR-IVW","2","1e-06",1.279,0.11,1.064,1.494,0.43
"MVMR-IVW","2","1e-08",1.248,0.119,1.015,1.481,0.466
"GRAPPLE","2","0.01",9.999,25.597,-40.171,60.17,100.341
"GRAPPLE","2","1e-04",7.976,32.337,-55.404,71.357,126.761
"GRAPPLE","2","1e-06",3.364,2.976,-2.469,9.197,11.666
"GRAPPLE","2","1e-08",6.324,31.735,-55.878,68.525,124.403
"MVMR-Egger","2","0.01",1.178,0.117,0.948,1.407,0.459
"MVMR-Egger","2","1e-04",1.164,0.128,0.912,1.415,0.503
"MVMR-Egger","2","1e-06",1.228,0.138,0.956,1.499,0.543
"MVMR-Egger","2","1e-08",1.204,0.151,0.908,1.499,0.591
"MVMR-Robust","2","0.01",1.289,0.092,1.109,1.469,0.36
"MVMR-Robust","2","1e-04",1.282,0.09,1.105,1.459,0.354
"MVMR-Robust","2","1e-06",1.279,0.094,1.096,1.463,0.367
"MVMR-Robust","2","1e-08",1.257,0.099,1.063,1.451,0.388
"MVMR-cML","2","0.01",2.016,0.233,1.559,2.472,0.913
"MVMR-cML","2","1e-04",2.083,0.255,1.584,2.582,0.998
"MVMR-cML","2","1e-06",2.385,0.32,1.758,3.012,1.254
"MVMR-cML","2","1e-08",1.929,0.263,1.414,2.445,1.031
"FLOW-MR","2","0.01",1.1,0.235,0.654,1.583,0.929
"FLOW-MR","2","1e-04",1.08,0.251,0.587,1.585,0.998
"FLOW-MR","2","1e-06",1.144,0.263,0.615,1.654,1.039
"FLOW-MR","2","1e-08",1.093,0.268,0.546,1.604,1.058
"MVMR-Horse","2","0.01",1.377,0.104,1.176,1.589,0.413
"MVMR-Horse","2","1e-04",1.341,0.106,1.139,1.552,0.413
"MVMR-Horse","2","1e-06",1.339,0.108,1.132,1.553,0.421
"MVMR-Horse","2","1e-08",1.3,0.111,1.088,1.522,0.434
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.131,0.094,0.947,1.316,0.369
"MVMR-IVW","2","1e-04",1.126,0.101,0.928,1.324,0.396
"MVMR-IVW","2","1e-06",1.142,0.113,0.921,1.363,0.442
"MVMR-IVW","2","1e-08",1.139,0.121,0.901,1.376,0.475
"GRAPPLE","2","0.01",-2.116,2.037,-6.108,1.876,7.984
"GRAPPLE","2","1e-04",-2.149,2.278,-6.614,2.316,8.93
"GRAPPLE","2","1e-06",-2.877,3.784,-10.293,4.539,14.832
"GRAPPLE","2","1e-08",-2.763,3.747,-10.107,4.581,14.688
"MVMR-Egger","2","0.01",1.063,0.114,0.839,1.288,0.449
"MVMR-Egger","2","1e-04",1.084,0.126,0.837,1.33,0.493
"MVMR-Egger","2","1e-06",1.096,0.14,0.822,1.37,0.548
"MVMR-Egger","2","1e-08",1.06,0.154,0.758,1.362,0.604
"MVMR-Robust","2","0.01",1.175,0.124,0.932,1.418,0.486
"MVMR-Robust","2","1e-04",1.166,0.13,0.91,1.421,0.511
"MVMR-Robust","2","1e-06",1.183,0.146,0.898,1.469,0.571
"MVMR-Robust","2","1e-08",1.183,0.162,0.865,1.501,0.636
"MVMR-cML","2","0.01",-0.237,0.27,-0.766,0.293,1.059
"MVMR-cML","2","1e-04",-0.338,0.334,-0.992,0.316,1.308
"MVMR-cML","2","1e-06",-0.013,0.277,-0.557,0.531,1.088
"MVMR-cML","2","1e-08",-0.178,0.312,-0.79,0.435,1.225
"FLOW-MR","2","0.01",0.492,0.249,-0.03,0.947,0.977
"FLOW-MR","2","1e-04",0.539,0.248,0.038,1.006,0.968
"FLOW-MR","2","1e-06",0.566,0.272,0.02,1.092,1.072
"FLOW-MR","2","1e-08",0.645,0.275,0.094,1.181,1.087
"MVMR-Horse","2","0.01",1.069,0.107,0.867,1.283,0.416
"MVMR-Horse","2","1e-04",1.03,0.118,0.812,1.269,0.457
"MVMR-Horse","2","1e-06",1.016,0.134,0.765,1.28,0.515
"MVMR-Horse","2","1e-08",1.015,0.143,0.76,1.315,0.555
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.308,0.087,1.138,1.477,0.339
"MVMR-IVW","2","1e-04",1.304,0.09,1.128,1.479,0.351
"MVMR-IVW","2","1e-06",1.278,0.095,1.093,1.463,0.37
"MVMR-IVW","2","1e-08",1.267,0.102,1.067,1.467,0.4
"GRAPPLE","2","0.01",1.267,0.275,0.728,1.806,1.078
"GRAPPLE","2","1e-04",1.238,0.255,0.738,1.738,1
"GRAPPLE","2","1e-06",1.09,0.268,0.564,1.615,1.051
"GRAPPLE","2","1e-08",1.047,0.243,0.571,1.523,0.952
"MVMR-Egger","2","0.01",1.23,0.111,1.013,1.446,0.433
"MVMR-Egger","2","1e-04",1.281,0.115,1.056,1.506,0.45
"MVMR-Egger","2","1e-06",1.292,0.124,1.049,1.536,0.487
"MVMR-Egger","2","1e-08",1.268,0.138,0.998,1.538,0.54
"MVMR-Robust","2","0.01",1.308,0.093,1.125,1.491,0.366
"MVMR-Robust","2","1e-04",1.292,0.097,1.102,1.482,0.38
"MVMR-Robust","2","1e-06",1.249,0.099,1.056,1.443,0.387
"MVMR-Robust","2","1e-08",1.231,0.106,1.024,1.438,0.414
"MVMR-cML","2","0.01",0.382,0.239,-0.086,0.85,0.936
"MVMR-cML","2","1e-04",0.281,0.278,-0.263,0.826,1.089
"MVMR-cML","2","1e-06",0.178,0.301,-0.412,0.768,1.18
"MVMR-cML","2","1e-08",0.059,0.358,-0.643,0.762,1.405
"FLOW-MR","2","0.01",1.113,0.179,0.743,1.462,0.719
"FLOW-MR","2","1e-04",1.087,0.187,0.698,1.436,0.738
"FLOW-MR","2","1e-06",1.055,0.206,0.628,1.439,0.811
"FLOW-MR","2","1e-08",1.063,0.206,0.655,1.459,0.804
"MVMR-Horse","2","0.01",1.336,0.086,1.165,1.504,0.339
"MVMR-Horse","2","1e-04",1.32,0.089,1.154,1.487,0.333
"MVMR-Horse","2","1e-06",1.271,0.095,1.092,1.457,0.365
"MVMR-Horse","2","1e-08",1.267,0.101,1.067,1.459,0.392
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.28,0.099,1.086,1.475,0.389
"MVMR-IVW","2","1e-04",1.186,0.108,0.974,1.398,0.424
"MVMR-IVW","2","1e-06",1.12,0.12,0.884,1.356,0.472
"MVMR-IVW","2","1e-08",1.078,0.13,0.824,1.333,0.509
"GRAPPLE","2","0.01",0.926,0.366,0.208,1.645,1.437
"GRAPPLE","2","1e-04",0.527,0.515,-0.482,1.535,2.017
"GRAPPLE","2","1e-06",0.272,0.6,-0.904,1.447,2.351
"GRAPPLE","2","1e-08",-1.199,1.703,-4.537,2.139,6.676
"MVMR-Egger","2","0.01",1.145,0.122,0.906,1.383,0.477
"MVMR-Egger","2","1e-04",1.093,0.135,0.827,1.358,0.531
"MVMR-Egger","2","1e-06",1.064,0.154,0.763,1.366,0.603
"MVMR-Egger","2","1e-08",1.036,0.166,0.711,1.36,0.649
"MVMR-Robust","2","0.01",1.278,0.121,1.041,1.515,0.474
"MVMR-Robust","2","1e-04",1.197,0.123,0.955,1.439,0.484
"MVMR-Robust","2","1e-06",1.129,0.129,0.875,1.383,0.508
"MVMR-Robust","2","1e-08",1.086,0.14,0.811,1.361,0.55
"MVMR-cML","2","0.01",-0.026,0.261,-0.537,0.485,1.022
"MVMR-cML","2","1e-04",-0.129,0.309,-0.734,0.476,1.21
"MVMR-cML","2","1e-06",-0.173,0.325,-0.81,0.463,1.273
"MVMR-cML","2","1e-08",-0.323,0.359,-1.026,0.38,1.406
"FLOW-MR","2","0.01",0.868,0.28,0.308,1.422,1.114
"FLOW-MR","2","1e-04",0.792,0.289,0.185,1.329,1.144
"FLOW-MR","2","1e-06",0.7,0.303,0.101,1.298,1.197
"FLOW-MR","2","1e-08",0.664,0.305,0.058,1.245,1.187
"MVMR-Horse","2","0.01",1.313,0.108,1.106,1.527,0.421
"MVMR-Horse","2","1e-04",1.22,0.114,1.002,1.447,0.445
"MVMR-Horse","2","1e-06",1.125,0.128,0.873,1.382,0.509
"MVMR-Horse","2","1e-08",1.08,0.132,0.82,1.348,0.528
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.264,0.08,1.107,1.421,0.314
"MVMR-IVW","2","1e-04",1.261,0.081,1.102,1.42,0.318
"MVMR-IVW","2","1e-06",1.226,0.085,1.058,1.393,0.335
"MVMR-IVW","2","1e-08",1.225,0.089,1.051,1.399,0.348
"GRAPPLE","2","0.01",1.223,0.46,0.321,2.126,1.805
"GRAPPLE","2","1e-04",1.249,0.269,0.721,1.776,1.055
"GRAPPLE","2","1e-06",1.147,0.219,0.718,1.575,0.857
"GRAPPLE","2","1e-08",1.197,0.205,0.796,1.599,0.803
"MVMR-Egger","2","0.01",1.208,0.103,1.007,1.41,0.403
"MVMR-Egger","2","1e-04",1.217,0.109,1.004,1.43,0.426
"MVMR-Egger","2","1e-06",1.225,0.118,0.994,1.456,0.462
"MVMR-Egger","2","1e-08",1.186,0.124,0.943,1.429,0.486
"MVMR-Robust","2","0.01",1.261,0.081,1.103,1.419,0.316
"MVMR-Robust","2","1e-04",1.261,0.083,1.098,1.424,0.326
"MVMR-Robust","2","1e-06",1.225,0.083,1.062,1.388,0.326
"MVMR-Robust","2","1e-08",1.238,0.084,1.074,1.401,0.327
"MVMR-cML","2","0.01",0.171,0.233,-0.285,0.627,0.912
"MVMR-cML","2","1e-04",0.327,0.239,-0.142,0.796,0.938
"MVMR-cML","2","1e-06",0.559,0.212,0.144,0.974,0.83
"MVMR-cML","2","1e-08",0.56,0.241,0.087,1.033,0.946
"FLOW-MR","2","0.01",1.165,0.144,0.88,1.446,0.566
"FLOW-MR","2","1e-04",1.169,0.151,0.863,1.462,0.599
"FLOW-MR","2","1e-06",1.135,0.164,0.803,1.448,0.645
"FLOW-MR","2","1e-08",1.145,0.164,0.806,1.462,0.656
"MVMR-Horse","2","0.01",1.251,0.092,1.074,1.438,0.364
"MVMR-Horse","2","1e-04",1.265,0.088,1.096,1.434,0.338
"MVMR-Horse","2","1e-06",1.217,0.086,1.05,1.384,0.334
"MVMR-Horse","2","1e-08",1.227,0.086,1.059,1.396,0.337
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.334,0.095,1.147,1.52,0.373
"MVMR-IVW","2","1e-04",1.326,0.101,1.127,1.525,0.398
"MVMR-IVW","2","1e-06",1.313,0.107,1.103,1.524,0.421
"MVMR-IVW","2","1e-08",1.296,0.115,1.071,1.521,0.45
"GRAPPLE","2","0.01",1.445,0.313,0.832,2.057,1.225
"GRAPPLE","2","1e-04",1.416,0.393,0.646,2.186,1.54
"GRAPPLE","2","1e-06",1.335,0.364,0.62,2.049,1.429
"GRAPPLE","2","1e-08",1.159,0.315,0.543,1.776,1.233
"MVMR-Egger","2","0.01",1.235,0.122,0.997,1.473,0.476
"MVMR-Egger","2","1e-04",1.245,0.132,0.986,1.504,0.518
"MVMR-Egger","2","1e-06",1.302,0.142,1.024,1.58,0.556
"MVMR-Egger","2","1e-08",1.255,0.154,0.954,1.557,0.603
"MVMR-Robust","2","0.01",1.304,0.076,1.156,1.453,0.297
"MVMR-Robust","2","1e-04",1.301,0.084,1.137,1.465,0.328
"MVMR-Robust","2","1e-06",1.271,0.089,1.096,1.447,0.351
"MVMR-Robust","2","1e-08",1.25,0.091,1.07,1.429,0.359
"MVMR-cML","2","0.01",2.133,0.217,1.708,2.557,0.849
"MVMR-cML","2","1e-04",2.108,0.224,1.668,2.547,0.879
"MVMR-cML","2","1e-06",1.754,0.195,1.373,2.136,0.763
"MVMR-cML","2","1e-08",0.368,0.291,-0.204,0.939,1.143
"FLOW-MR","2","0.01",1.158,0.207,0.727,1.54,0.813
"FLOW-MR","2","1e-04",1.141,0.232,0.643,1.578,0.935
"FLOW-MR","2","1e-06",1.113,0.229,0.646,1.544,0.898
"FLOW-MR","2","1e-08",1.1,0.223,0.649,1.523,0.874
"MVMR-Horse","2","0.01",1.33,0.084,1.164,1.489,0.325
"MVMR-Horse","2","1e-04",1.331,0.097,1.139,1.514,0.375
"MVMR-Horse","2","1e-06",1.289,0.103,1.083,1.488,0.405
"MVMR-Horse","2","1e-08",1.266,0.109,1.05,1.478,0.428
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.31,0.095,1.124,1.495,0.371
"MVMR-IVW","2","1e-04",1.329,0.101,1.132,1.526,0.394
"MVMR-IVW","2","1e-06",1.381,0.103,1.18,1.582,0.402
"MVMR-IVW","2","1e-08",1.37,0.104,1.165,1.574,0.409
"GRAPPLE","2","0.01",1.137,0.971,-0.766,3.04,3.806
"GRAPPLE","2","1e-04",1.318,1.177,-0.989,3.624,4.613
"GRAPPLE","2","1e-06",1.503,1.081,-0.616,3.623,4.239
"GRAPPLE","2","1e-08",1.428,0.447,0.551,2.304,1.753
"MVMR-Egger","2","0.01",1.327,0.119,1.093,1.561,0.468
"MVMR-Egger","2","1e-04",1.314,0.129,1.061,1.568,0.507
"MVMR-Egger","2","1e-06",1.394,0.137,1.124,1.663,0.539
"MVMR-Egger","2","1e-08",1.496,0.143,1.216,1.775,0.559
"MVMR-Robust","2","0.01",1.342,0.08,1.186,1.498,0.312
"MVMR-Robust","2","1e-04",1.384,0.08,1.227,1.542,0.315
"MVMR-Robust","2","1e-06",1.414,0.083,1.25,1.577,0.327
"MVMR-Robust","2","1e-08",1.405,0.085,1.239,1.572,0.333
"MVMR-cML","2","0.01",0.109,0.289,-0.457,0.676,1.133
"MVMR-cML","2","1e-04",0.61,0.27,0.08,1.14,1.06
"MVMR-cML","2","1e-06",1.709,0.156,1.404,2.014,0.61
"MVMR-cML","2","1e-08",1.663,0.171,1.327,1.998,0.671
"FLOW-MR","2","0.01",1.064,0.232,0.582,1.502,0.92
"FLOW-MR","2","1e-04",1.158,0.235,0.67,1.594,0.924
"FLOW-MR","2","1e-06",1.227,0.234,0.754,1.673,0.919
"FLOW-MR","2","1e-08",1.246,0.225,0.791,1.681,0.89
"MVMR-Horse","2","0.01",1.328,0.096,1.139,1.512,0.373
"MVMR-Horse","2","1e-04",1.414,0.096,1.224,1.6,0.376
"MVMR-Horse","2","1e-06",1.438,0.098,1.255,1.635,0.38
"MVMR-Horse","2","1e-08",1.443,0.096,1.253,1.633,0.38
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.218,0.088,1.045,1.391,0.346
"MVMR-IVW","2","1e-04",1.166,0.096,0.977,1.355,0.378
"MVMR-IVW","2","1e-06",1.155,0.103,0.953,1.357,0.404
"MVMR-IVW","2","1e-08",1.155,0.111,0.937,1.373,0.436
"GRAPPLE","2","0.01",-2.771,12.381,-27.039,21.496,48.535
"GRAPPLE","2","1e-04",-5.72,19.442,-43.828,32.387,76.215
"GRAPPLE","2","1e-06",-4.054,12.46,-28.475,20.367,48.842
"GRAPPLE","2","1e-08",-0.016,1.159,-2.287,2.255,4.542
"MVMR-Egger","2","0.01",1.179,0.113,0.957,1.401,0.444
"MVMR-Egger","2","1e-04",1.191,0.128,0.941,1.441,0.5
"MVMR-Egger","2","1e-06",1.268,0.137,0.999,1.536,0.537
"MVMR-Egger","2","1e-08",1.228,0.156,0.923,1.533,0.61
"MVMR-Robust","2","0.01",1.24,0.087,1.071,1.41,0.339
"MVMR-Robust","2","1e-04",1.188,0.097,0.998,1.378,0.38
"MVMR-Robust","2","1e-06",1.16,0.103,0.959,1.36,0.401
"MVMR-Robust","2","1e-08",1.162,0.112,0.943,1.382,0.439
"MVMR-cML","2","0.01",0.266,0.247,-0.218,0.751,0.969
"MVMR-cML","2","1e-04",0.139,0.291,-0.432,0.709,1.141
"MVMR-cML","2","1e-06",0.017,0.336,-0.642,0.676,1.318
"MVMR-cML","2","1e-08",0.046,0.333,-0.607,0.698,1.305
"FLOW-MR","2","0.01",0.94,0.286,0.373,1.495,1.122
"FLOW-MR","2","1e-04",0.834,0.278,0.255,1.352,1.097
"FLOW-MR","2","1e-06",0.863,0.282,0.284,1.393,1.109
"FLOW-MR","2","1e-08",0.892,0.281,0.326,1.439,1.113
"MVMR-Horse","2","0.01",1.284,0.089,1.11,1.456,0.346
"MVMR-Horse","2","1e-04",1.203,0.101,0.987,1.393,0.406
"MVMR-Horse","2","1e-06",1.156,0.107,0.952,1.362,0.41
"MVMR-Horse","2","1e-08",1.16,0.115,0.934,1.389,0.455
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.247,0.089,1.073,1.421,0.348
"MVMR-IVW","2","1e-04",1.229,0.096,1.04,1.418,0.378
"MVMR-IVW","2","1e-06",1.229,0.103,1.028,1.43,0.402
"MVMR-IVW","2","1e-08",1.225,0.111,1.008,1.442,0.434
"GRAPPLE","2","0.01",0.761,0.381,0.014,1.507,1.493
"GRAPPLE","2","1e-04",0.625,0.42,-0.198,1.448,1.646
"GRAPPLE","2","1e-06",0.728,0.466,-0.186,1.642,1.828
"GRAPPLE","2","1e-08",0.741,0.485,-0.21,1.692,1.902
"MVMR-Egger","2","0.01",1.198,0.115,0.973,1.423,0.45
"MVMR-Egger","2","1e-04",1.161,0.129,0.908,1.414,0.506
"MVMR-Egger","2","1e-06",1.241,0.143,0.961,1.521,0.56
"MVMR-Egger","2","1e-08",1.286,0.16,0.973,1.599,0.626
"MVMR-Robust","2","0.01",1.16,0.081,1.002,1.318,0.316
"MVMR-Robust","2","1e-04",1.136,0.09,0.959,1.312,0.353
"MVMR-Robust","2","1e-06",1.141,0.092,0.961,1.321,0.36
"MVMR-Robust","2","1e-08",1.14,0.099,0.947,1.333,0.386
"MVMR-cML","2","0.01",0.011,0.268,-0.514,0.535,1.049
"MVMR-cML","2","1e-04",-0.104,0.318,-0.727,0.519,1.246
"MVMR-cML","2","1e-06",-0.097,0.354,-0.79,0.596,1.386
"MVMR-cML","2","1e-08",-0.103,0.359,-0.807,0.601,1.408
"FLOW-MR","2","0.01",0.769,0.289,0.151,1.289,1.138
"FLOW-MR","2","1e-04",0.828,0.263,0.292,1.328,1.036
"FLOW-MR","2","1e-06",0.898,0.242,0.401,1.358,0.957
"FLOW-MR","2","1e-08",0.914,0.26,0.392,1.415,1.023
"MVMR-Horse","2","0.01",1.109,0.082,0.944,1.269,0.325
"MVMR-Horse","2","1e-04",1.086,0.084,0.921,1.25,0.329
"MVMR-Horse","2","1e-06",1.093,0.092,0.92,1.282,0.362
"MVMR-Horse","2","1e-08",1.063,0.097,0.876,1.257,0.381
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.196,0.089,1.022,1.369,0.347
"MVMR-IVW","2","1e-04",1.19,0.092,1.009,1.37,0.361
"MVMR-IVW","2","1e-06",1.152,0.103,0.951,1.353,0.402
"MVMR-IVW","2","1e-08",1.162,0.11,0.947,1.377,0.43
"GRAPPLE","2","0.01",0.206,0.572,-0.916,1.327,2.243
"GRAPPLE","2","1e-04",0.608,0.399,-0.175,1.39,1.565
"GRAPPLE","2","1e-06",0.121,0.671,-1.194,1.436,2.63
"GRAPPLE","2","1e-08",0.012,0.847,-1.648,1.673,3.321
"MVMR-Egger","2","0.01",1.137,0.11,0.921,1.352,0.431
"MVMR-Egger","2","1e-04",1.113,0.118,0.882,1.343,0.461
"MVMR-Egger","2","1e-06",1.133,0.132,0.873,1.393,0.52
"MVMR-Egger","2","1e-08",1.174,0.145,0.89,1.458,0.568
"MVMR-Robust","2","0.01",1.204,0.077,1.053,1.355,0.302
"MVMR-Robust","2","1e-04",1.201,0.08,1.044,1.359,0.315
"MVMR-Robust","2","1e-06",1.159,0.085,0.993,1.325,0.332
"MVMR-Robust","2","1e-08",1.184,0.093,1.001,1.367,0.366
"MVMR-cML","2","0.01",0.089,0.279,-0.457,0.635,1.092
"MVMR-cML","2","1e-04",0.108,0.3,-0.48,0.697,1.177
"MVMR-cML","2","1e-06",0.046,0.319,-0.579,0.671,1.25
"MVMR-cML","2","1e-08",0.079,0.358,-0.623,0.781,1.404
"FLOW-MR","2","0.01",0.844,0.204,0.417,1.213,0.796
"FLOW-MR","2","1e-04",0.888,0.201,0.475,1.259,0.784
"FLOW-MR","2","1e-06",0.827,0.247,0.317,1.299,0.982
"FLOW-MR","2","1e-08",0.873,0.248,0.373,1.355,0.982
"MVMR-Horse","2","0.01",1.203,0.085,1.029,1.368,0.339
"MVMR-Horse","2","1e-04",1.193,0.088,1.021,1.369,0.348
"MVMR-Horse","2","1e-06",1.125,0.101,0.927,1.322,0.395
"MVMR-Horse","2","1e-08",1.179,0.107,0.967,1.388,0.421
"FLOW-MR-indirect","2","0.01",0,0,0,0,0
"FLOW-MR-indirect","2","1e-04",0,0,0,0,0
"FLOW-MR-indirect","2","1e-06",0,0,0,0,0
"FLOW-MR-indirect","2","1e-08",0,0,0,0,0
"MVMR-IVW","2","0.01",1.316,0.097,1.126,1.506,0.38
"MVMR-IVW","2","1e-04",1.247,0.104,1.043,1.451,0.408
"MVMR-IVW","2","1e-06",1.263,0.109,1.05,1.477,0.427
"MVMR-IVW","2","1e-08",1.263,0.116,1.036,1.49,0.454
"GRAPPLE","2","0.01",1.42,0.459,0.521,2.32,1.799
"GRAPPLE","2","1e-04",0.64,0.731,-0.792,2.072,2.864
"GRAPPLE","2","1e-06",-0.058,2.079,-4.133,4.017,8.15
"GRAPPLE","2","1e-08",1.271,0.622,0.052,2.489,2.437
"MVMR-Egger","2","0.01",1.197,0.121,0.96,1.435,0.475
"MVMR-Egger","2","1e-04",1.149,0.131,0.891,1.406,0.515
"MVMR-Egger","2","1e-06",1.151,0.142,0.873,1.428,0.555
"MVMR-Egger","2","1e-08",1.251,0.156,0.946,1.556,0.61
"MVMR-Robust","2","0.01",1.34,0.082,1.18,1.501,0.321
"MVMR-Robust","2","1e-04",1.247,0.091,1.069,1.425,0.356
"MVMR-Robust","2","1e-06",1.257,0.099,1.063,1.452,0.389
