"Method","Trait","pval","estimate","se","lower","upper","length"
"MR-Egger","1","1e-08",0.516,0.062,0.394,0.638,0.244
"MR-Robust","1","0.01",0.443,0.028,0.388,0.498,0.11
"MR-Robust","1","1e-04",0.499,0.03,0.441,0.558,0.117
"MR-Robust","1","1e-06",0.546,0.032,0.483,0.609,0.126
"MR-Robust","1","1e-08",0.565,0.035,0.497,0.634,0.137
"FLOW-MR","1","0.01",0.693,0.052,0.601,0.799,0.198
"FLOW-MR","1","1e-04",0.716,0.05,0.628,0.82,0.192
"FLOW-MR","1","1e-06",0.77,0.064,0.652,0.888,0.236
"FLOW-MR","1","1e-08",0.752,0.06,0.637,0.875,0.238
"MR-Horse","1","0.01",0.76,0.045,0.678,0.857,0.179
"MR-Horse","1","1e-04",0.773,0.047,0.686,0.872,0.186
"MR-Horse","1","1e-06",0.811,0.055,0.717,0.93,0.213
"MR-Horse","1","1e-08",0.82,0.061,0.717,0.955,0.238
"IVW","1","0.01",0.463,0.03,0.405,0.521,0.116
"IVW","1","1e-04",0.506,0.033,0.441,0.572,0.131
"IVW","1","1e-06",0.55,0.036,0.48,0.62,0.14
"IVW","1","1e-08",0.599,0.039,0.522,0.677,0.155
"GRAPPLE","1","0.01",0.753,0.052,0.652,0.854,0.202
"GRAPPLE","1","1e-04",0.771,0.055,0.664,0.878,0.214
"GRAPPLE","1","1e-06",0.808,0.056,0.698,0.918,0.22
"GRAPPLE","1","1e-08",0.871,0.061,0.752,0.991,0.239
"MR-Egger","1","0.01",0.472,0.05,0.374,0.569,0.195
"MR-Egger","1","1e-04",0.479,0.057,0.367,0.591,0.224
"MR-Egger","1","1e-06",0.465,0.063,0.342,0.588,0.246
"MR-Egger","1","1e-08",0.507,0.069,0.372,0.643,0.271
"MR-Robust","1","0.01",0.42,0.028,0.365,0.475,0.11
"MR-Robust","1","1e-04",0.469,0.032,0.407,0.531,0.124
"MR-Robust","1","1e-06",0.518,0.035,0.45,0.585,0.135
"MR-Robust","1","1e-08",0.572,0.039,0.496,0.648,0.152
"FLOW-MR","1","0.01",0.715,0.059,0.621,0.849,0.228
"FLOW-MR","1","1e-04",0.757,0.061,0.642,0.879,0.237
"FLOW-MR","1","1e-06",0.773,0.062,0.655,0.896,0.241
"FLOW-MR","1","1e-08",0.813,0.056,0.7,0.919,0.219
"MR-Horse","1","0.01",0.796,0.062,0.685,0.929,0.244
"MR-Horse","1","1e-04",0.833,0.075,0.704,0.987,0.283
"MR-Horse","1","1e-06",0.848,0.067,0.718,0.983,0.265
"MR-Horse","1","1e-08",0.912,0.061,0.8,1.035,0.235
"IVW","1","0.01",0.505,0.03,0.445,0.565,0.12
"IVW","1","1e-04",0.538,0.034,0.472,0.605,0.133
"IVW","1","1e-06",0.59,0.037,0.517,0.663,0.146
"IVW","1","1e-08",0.632,0.04,0.553,0.711,0.158
"GRAPPLE","1","0.01",0.895,0.055,0.788,1.002,0.214
"GRAPPLE","1","1e-04",0.867,0.054,0.761,0.973,0.212
"GRAPPLE","1","1e-06",0.901,0.056,0.792,1.01,0.218
"GRAPPLE","1","1e-08",0.918,0.058,0.803,1.032,0.229
"MR-Egger","1","0.01",0.474,0.048,0.379,0.569,0.19
"MR-Egger","1","1e-04",0.459,0.055,0.35,0.568,0.218
"MR-Egger","1","1e-06",0.476,0.061,0.356,0.595,0.239
"MR-Egger","1","1e-08",0.512,0.067,0.381,0.644,0.263
"MR-Robust","1","0.01",0.486,0.032,0.424,0.548,0.124
"MR-Robust","1","1e-04",0.527,0.033,0.461,0.592,0.131
"MR-Robust","1","1e-06",0.581,0.033,0.516,0.645,0.129
"MR-Robust","1","1e-08",0.625,0.032,0.562,0.689,0.127
"FLOW-MR","1","0.01",0.769,0.05,0.679,0.872,0.193
"FLOW-MR","1","1e-04",0.761,0.054,0.661,0.875,0.214
"FLOW-MR","1","1e-06",0.792,0.066,0.681,0.928,0.247
"FLOW-MR","1","1e-08",0.836,0.072,0.7,0.993,0.293
"MR-Horse","1","0.01",0.809,0.053,0.713,0.926,0.213
"MR-Horse","1","1e-04",0.821,0.056,0.716,0.94,0.224
"MR-Horse","1","1e-06",0.842,0.057,0.74,0.963,0.223
"MR-Horse","1","1e-08",0.882,0.067,0.758,1.019,0.261
"IVW","1","0.01",0.477,0.028,0.422,0.532,0.11
"IVW","1","1e-04",0.513,0.031,0.452,0.575,0.123
"IVW","1","1e-06",0.546,0.034,0.479,0.612,0.133
"IVW","1","1e-08",0.575,0.036,0.504,0.646,0.142
"GRAPPLE","1","0.01",0.762,0.047,0.67,0.853,0.183
"GRAPPLE","1","1e-04",0.765,0.049,0.669,0.861,0.192
"GRAPPLE","1","1e-06",0.768,0.05,0.671,0.866,0.195
"GRAPPLE","1","1e-08",0.78,0.051,0.681,0.879,0.198
"MR-Egger","1","0.01",0.482,0.046,0.391,0.573,0.182
"MR-Egger","1","1e-04",0.469,0.053,0.365,0.572,0.207
"MR-Egger","1","1e-06",0.46,0.057,0.347,0.572,0.225
"MR-Egger","1","1e-08",0.497,0.064,0.371,0.623,0.252
"MR-Robust","1","0.01",0.445,0.026,0.393,0.496,0.103
"MR-Robust","1","1e-04",0.485,0.028,0.431,0.54,0.109
"MR-Robust","1","1e-06",0.521,0.03,0.463,0.579,0.116
"MR-Robust","1","1e-08",0.55,0.031,0.489,0.611,0.122
"FLOW-MR","1","0.01",0.704,0.053,0.608,0.801,0.193
"FLOW-MR","1","1e-04",0.727,0.059,0.622,0.842,0.22
"FLOW-MR","1","1e-06",0.76,0.061,0.64,0.874,0.234
"FLOW-MR","1","1e-08",0.758,0.062,0.646,0.883,0.237
"MR-Horse","1","0.01",0.758,0.054,0.662,0.871,0.209
"MR-Horse","1","1e-04",0.799,0.063,0.683,0.923,0.24
"MR-Horse","1","1e-06",0.828,0.059,0.717,0.948,0.231
"MR-Horse","1","1e-08",0.818,0.056,0.712,0.927,0.215
"IVW","1","0.01",0.534,0.032,0.471,0.596,0.125
"IVW","1","1e-04",0.575,0.035,0.505,0.644,0.139
"IVW","1","1e-06",0.622,0.039,0.546,0.697,0.151
"IVW","1","1e-08",0.649,0.041,0.568,0.731,0.163
"GRAPPLE","1","0.01",0.921,0.058,0.807,1.036,0.229
"GRAPPLE","1","1e-04",0.92,0.058,0.807,1.034,0.227
"GRAPPLE","1","1e-06",0.921,0.059,0.806,1.035,0.229
"GRAPPLE","1","1e-08",0.924,0.06,0.807,1.041,0.234
"MR-Egger","1","0.01",0.505,0.05,0.407,0.603,0.196
"MR-Egger","1","1e-04",0.496,0.056,0.386,0.605,0.219
"MR-Egger","1","1e-06",0.496,0.06,0.378,0.614,0.236
"MR-Egger","1","1e-08",0.489,0.065,0.361,0.616,0.255
"MR-Robust","1","0.01",0.499,0.027,0.446,0.552,0.106
"MR-Robust","1","1e-04",0.543,0.027,0.489,0.596,0.107
"MR-Robust","1","1e-06",0.587,0.027,0.534,0.639,0.105
"MR-Robust","1","1e-08",0.613,0.028,0.558,0.668,0.11
"FLOW-MR","1","0.01",0.791,0.06,0.68,0.908,0.228
"FLOW-MR","1","1e-04",0.827,0.059,0.726,0.953,0.227
"FLOW-MR","1","1e-06",0.842,0.066,0.722,0.989,0.267
"FLOW-MR","1","1e-08",0.844,0.068,0.724,0.991,0.267
"MR-Horse","1","0.01",0.846,0.056,0.735,0.963,0.228
"MR-Horse","1","1e-04",0.853,0.058,0.747,0.983,0.236
"MR-Horse","1","1e-06",0.868,0.057,0.768,0.991,0.223
"MR-Horse","1","1e-08",0.866,0.064,0.761,1.021,0.26
"IVW","1","0.01",0.475,0.033,0.409,0.54,0.131
"IVW","1","1e-04",0.544,0.038,0.471,0.618,0.147
"IVW","1","1e-06",0.58,0.041,0.5,0.661,0.161
"IVW","1","1e-08",0.59,0.045,0.502,0.678,0.176
"GRAPPLE","1","0.01",0.846,0.059,0.729,0.962,0.233
"GRAPPLE","1","1e-04",0.912,0.063,0.789,1.036,0.247
"GRAPPLE","1","1e-06",0.899,0.063,0.776,1.022,0.246
"GRAPPLE","1","1e-08",0.853,0.064,0.727,0.979,0.252
"MR-Egger","1","0.01",0.485,0.053,0.38,0.59,0.21
"MR-Egger","1","1e-04",0.552,0.062,0.431,0.672,0.241
"MR-Egger","1","1e-06",0.588,0.07,0.452,0.724,0.272
"MR-Egger","1","1e-08",0.594,0.079,0.438,0.749,0.311
"MR-Robust","1","0.01",0.45,0.034,0.385,0.516,0.131
"MR-Robust","1","1e-04",0.524,0.034,0.457,0.592,0.135
"MR-Robust","1","1e-06",0.562,0.036,0.493,0.632,0.139
"MR-Robust","1","1e-08",0.572,0.037,0.499,0.645,0.146
"FLOW-MR","1","0.01",0.807,0.062,0.683,0.93,0.247
"FLOW-MR","1","1e-04",0.841,0.066,0.725,0.966,0.241
"FLOW-MR","1","1e-06",0.832,0.065,0.716,0.962,0.246
"FLOW-MR","1","1e-08",0.836,0.073,0.703,0.982,0.279
"MR-Horse","1","0.01",0.907,0.063,0.783,1.038,0.255
"MR-Horse","1","1e-04",0.907,0.068,0.781,1.041,0.26
"MR-Horse","1","1e-06",0.907,0.062,0.793,1.034,0.241
"MR-Horse","1","1e-08",0.918,0.069,0.805,1.075,0.27
"IVW","1","0.01",0.511,0.033,0.447,0.575,0.128
"IVW","1","1e-04",0.57,0.036,0.5,0.64,0.14
"IVW","1","1e-06",0.61,0.04,0.532,0.687,0.155
"IVW","1","1e-08",0.635,0.042,0.553,0.717,0.164
"GRAPPLE","1","0.01",0.957,0.067,0.825,1.089,0.264
"GRAPPLE","1","1e-04",0.987,0.067,0.855,1.119,0.264
"GRAPPLE","1","1e-06",0.992,0.07,0.855,1.128,0.273
"GRAPPLE","1","1e-08",0.958,0.068,0.825,1.092,0.267
"MR-Egger","1","0.01",0.552,0.054,0.446,0.659,0.213
"MR-Egger","1","1e-04",0.574,0.061,0.455,0.692,0.237
"MR-Egger","1","1e-06",0.597,0.068,0.463,0.73,0.267
"MR-Egger","1","1e-08",0.591,0.073,0.447,0.735,0.288
"MR-Robust","1","0.01",0.461,0.03,0.403,0.519,0.116
"MR-Robust","1","1e-04",0.526,0.033,0.461,0.59,0.129
"MR-Robust","1","1e-06",0.574,0.037,0.5,0.647,0.147
"MR-Robust","1","1e-08",0.601,0.041,0.521,0.681,0.16
"FLOW-MR","1","0.01",0.863,0.065,0.735,0.988,0.253
"FLOW-MR","1","1e-04",0.89,0.069,0.77,1.039,0.269
"FLOW-MR","1","1e-06",0.902,0.073,0.765,1.055,0.29
"FLOW-MR","1","1e-08",0.876,0.078,0.717,1.028,0.311
"MR-Horse","1","0.01",0.978,0.069,0.854,1.131,0.277
"MR-Horse","1","1e-04",0.983,0.069,0.851,1.119,0.268
"MR-Horse","1","1e-06",0.995,0.075,0.866,1.165,0.299
"MR-Horse","1","1e-08",0.981,0.072,0.849,1.143,0.294
"IVW","1","0.01",0.471,0.028,0.416,0.527,0.111
"IVW","1","1e-04",0.512,0.031,0.45,0.573,0.123
"IVW","1","1e-06",0.543,0.035,0.475,0.611,0.136
"IVW","1","1e-08",0.56,0.038,0.486,0.633,0.147
"GRAPPLE","1","0.01",0.738,0.047,0.647,0.83,0.183
"GRAPPLE","1","1e-04",0.755,0.049,0.66,0.851,0.191
"GRAPPLE","1","1e-06",0.765,0.051,0.665,0.865,0.2
"GRAPPLE","1","1e-08",0.753,0.053,0.649,0.856,0.207
"MR-Egger","1","0.01",0.479,0.044,0.392,0.565,0.173
"MR-Egger","1","1e-04",0.489,0.05,0.392,0.587,0.195
"MR-Egger","1","1e-06",0.502,0.055,0.394,0.61,0.216
"MR-Egger","1","1e-08",0.505,0.061,0.385,0.624,0.239
"MR-Robust","1","0.01",0.434,0.027,0.381,0.487,0.106
"MR-Robust","1","1e-04",0.479,0.029,0.423,0.535,0.112
"MR-Robust","1","1e-06",0.514,0.032,0.452,0.577,0.125
"MR-Robust","1","1e-08",0.535,0.035,0.467,0.604,0.137
"FLOW-MR","1","0.01",0.753,0.047,0.662,0.846,0.184
"FLOW-MR","1","1e-04",0.748,0.062,0.644,0.871,0.227
"FLOW-MR","1","1e-06",0.758,0.055,0.655,0.872,0.217
"FLOW-MR","1","1e-08",0.763,0.061,0.651,0.881,0.23
"MR-Horse","1","0.01",0.824,0.055,0.728,0.939,0.211
"MR-Horse","1","1e-04",0.834,0.058,0.728,0.956,0.228
"MR-Horse","1","1e-06",0.843,0.057,0.737,0.959,0.222
"MR-Horse","1","1e-08",0.843,0.057,0.733,0.961,0.228
"IVW","1","0.01",0.488,0.033,0.423,0.553,0.13
"IVW","1","1e-04",0.527,0.037,0.454,0.6,0.146
"IVW","1","1e-06",0.573,0.041,0.493,0.654,0.161
"IVW","1","1e-08",0.631,0.045,0.544,0.719,0.175
"GRAPPLE","1","0.01",0.888,0.064,0.763,1.013,0.25
"GRAPPLE","1","1e-04",0.871,0.065,0.744,0.998,0.254
"GRAPPLE","1","1e-06",0.914,0.069,0.778,1.05,0.272
"GRAPPLE","1","1e-08",0.988,0.074,0.842,1.134,0.292
"MR-Egger","1","0.01",0.466,0.058,0.352,0.581,0.229
"MR-Egger","1","1e-04",0.432,0.068,0.3,0.565,0.265
"MR-Egger","1","1e-06",0.442,0.074,0.296,0.588,0.292
"MR-Egger","1","1e-08",0.489,0.08,0.333,0.645,0.312
"MR-Robust","1","0.01",0.442,0.032,0.378,0.505,0.127
"MR-Robust","1","1e-04",0.488,0.036,0.418,0.558,0.14
"MR-Robust","1","1e-06",0.536,0.039,0.459,0.613,0.154
"MR-Robust","1","1e-08",0.595,0.043,0.511,0.679,0.168
"FLOW-MR","1","0.01",0.775,0.072,0.642,0.921,0.279
"FLOW-MR","1","1e-04",0.82,0.086,0.664,0.976,0.312
"FLOW-MR","1","1e-06",0.869,0.084,0.715,1.046,0.331
"FLOW-MR","1","1e-08",0.895,0.098,0.733,1.116,0.383
"MR-Horse","1","0.01",0.87,0.076,0.737,1.022,0.285
"MR-Horse","1","1e-04",0.892,0.074,0.762,1.044,0.282
"MR-Horse","1","1e-06",0.933,0.076,0.794,1.086,0.292
"MR-Horse","1","1e-08",0.985,0.081,0.843,1.156,0.313
"IVW","1","0.01",0.451,0.032,0.389,0.513,0.124
"IVW","1","1e-04",0.489,0.036,0.419,0.559,0.14
"IVW","1","1e-06",0.536,0.04,0.457,0.615,0.158
"IVW","1","1e-08",0.568,0.045,0.48,0.655,0.175
"GRAPPLE","1","0.01",0.768,0.057,0.655,0.88,0.225
"GRAPPLE","1","1e-04",0.782,0.061,0.663,0.901,0.238
"GRAPPLE","1","1e-06",0.837,0.066,0.708,0.967,0.259
"GRAPPLE","1","1e-08",0.855,0.071,0.716,0.994,0.278
"MR-Egger","1","0.01",0.431,0.052,0.33,0.533,0.203
"MR-Egger","1","1e-04",0.439,0.06,0.322,0.557,0.235
"MR-Egger","1","1e-06",0.443,0.067,0.313,0.573,0.26
"MR-Egger","1","1e-08",0.478,0.074,0.332,0.624,0.292
"MR-Robust","1","0.01",0.417,0.033,0.352,0.481,0.129
"MR-Robust","1","1e-04",0.464,0.037,0.392,0.536,0.144
"MR-Robust","1","1e-06",0.521,0.041,0.44,0.602,0.162
"MR-Robust","1","1e-08",0.559,0.046,0.47,0.649,0.179
"FLOW-MR","1","0.01",0.769,0.081,0.623,0.943,0.32
"FLOW-MR","1","1e-04",0.771,0.062,0.66,0.907,0.247
"FLOW-MR","1","1e-06",0.837,0.068,0.713,0.972,0.259
"FLOW-MR","1","1e-08",0.853,0.074,0.698,0.978,0.28
"MR-Horse","1","0.01",0.838,0.072,0.715,1.001,0.286
"MR-Horse","1","1e-04",0.884,0.074,0.746,1.03,0.284
"MR-Horse","1","1e-06",0.933,0.08,0.795,1.1,0.305
"MR-Horse","1","1e-08",0.968,0.074,0.827,1.13,0.303
"IVW","1","0.01",0.479,0.031,0.418,0.54,0.122
"IVW","1","1e-04",0.526,0.035,0.458,0.595,0.137
"IVW","1","1e-06",0.562,0.038,0.488,0.637,0.149
"IVW","1","1e-08",0.581,0.041,0.5,0.661,0.161
"GRAPPLE","1","0.01",0.82,0.055,0.712,0.929,0.217
"GRAPPLE","1","1e-04",0.847,0.059,0.732,0.963,0.231
"GRAPPLE","1","1e-06",0.847,0.06,0.73,0.964,0.234
"GRAPPLE","1","1e-08",0.828,0.062,0.708,0.949,0.241
"MR-Egger","1","0.01",0.558,0.051,0.458,0.659,0.201
"MR-Egger","1","1e-04",0.598,0.06,0.481,0.716,0.235
"MR-Egger","1","1e-06",0.585,0.068,0.452,0.718,0.266
"MR-Egger","1","1e-08",0.566,0.075,0.42,0.713,0.293
"MR-Robust","1","0.01",0.443,0.03,0.384,0.501,0.117
"MR-Robust","1","1e-04",0.498,0.033,0.433,0.564,0.131
"MR-Robust","1","1e-06",0.542,0.035,0.473,0.611,0.138
"MR-Robust","1","1e-08",0.565,0.039,0.49,0.641,0.151
"FLOW-MR","1","0.01",0.793,0.063,0.674,0.929,0.255
"FLOW-MR","1","1e-04",0.822,0.065,0.708,0.951,0.243
"FLOW-MR","1","1e-06",0.822,0.068,0.699,0.955,0.256
"FLOW-MR","1","1e-08",0.814,0.058,0.703,0.931,0.228
"MR-Horse","1","0.01",0.816,0.062,0.704,0.94,0.236
"MR-Horse","1","1e-04",0.876,0.071,0.736,1.025,0.289
"MR-Horse","1","1e-06",0.893,0.069,0.761,1.034,0.273
"MR-Horse","1","1e-08",0.896,0.063,0.765,1.019,0.254
"IVW","1","0.01",0.505,0.029,0.448,0.562,0.114
"IVW","1","1e-04",0.536,0.033,0.472,0.6,0.128
"IVW","1","1e-06",0.553,0.037,0.481,0.625,0.144
"IVW","1","1e-08",0.584,0.04,0.505,0.663,0.158
"GRAPPLE","1","0.01",0.879,0.053,0.775,0.983,0.208
"GRAPPLE","1","1e-04",0.869,0.055,0.762,0.976,0.214
"GRAPPLE","1","1e-06",0.825,0.056,0.715,0.935,0.22
"GRAPPLE","1","1e-08",0.847,0.06,0.73,0.964,0.234
"MR-Egger","1","0.01",0.497,0.048,0.403,0.592,0.189
"MR-Egger","1","1e-04",0.502,0.056,0.392,0.611,0.219
"MR-Egger","1","1e-06",0.491,0.065,0.364,0.618,0.254
"MR-Egger","1","1e-08",0.498,0.073,0.355,0.641,0.286
"MR-Robust","1","0.01",0.453,0.028,0.399,0.508,0.109
"MR-Robust","1","1e-04",0.493,0.031,0.432,0.555,0.123
"MR-Robust","1","1e-06",0.516,0.036,0.445,0.588,0.143
"MR-Robust","1","1e-08",0.555,0.042,0.472,0.638,0.166
"FLOW-MR","1","0.01",0.728,0.059,0.626,0.861,0.235
"FLOW-MR","1","1e-04",0.76,0.062,0.649,0.878,0.229
"FLOW-MR","1","1e-06",0.761,0.058,0.651,0.873,0.222
"FLOW-MR","1","1e-08",0.799,0.076,0.647,0.937,0.29
"MR-Horse","1","0.01",0.77,0.052,0.68,0.88,0.2
"MR-Horse","1","1e-04",0.783,0.053,0.681,0.898,0.217
"MR-Horse","1","1e-06",0.817,0.066,0.693,0.944,0.251
"MR-Horse","1","1e-08",0.847,0.071,0.73,0.995,0.265
"IVW","1","0.01",0.46,0.027,0.407,0.514,0.107
"IVW","1","1e-04",0.506,0.03,0.447,0.565,0.118
"IVW","1","1e-06",0.534,0.032,0.472,0.596,0.124
"IVW","1","1e-08",0.564,0.033,0.499,0.629,0.13
"GRAPPLE","1","0.01",0.74,0.046,0.65,0.829,0.179
"GRAPPLE","1","1e-04",0.758,0.046,0.667,0.849,0.182
"GRAPPLE","1","1e-06",0.749,0.045,0.66,0.838,0.178
"GRAPPLE","1","1e-08",0.758,0.046,0.667,0.848,0.181
"MR-Egger","1","0.01",0.507,0.042,0.425,0.588,0.163
"MR-Egger","1","1e-04",0.532,0.047,0.441,0.623,0.182
"MR-Egger","1","1e-06",0.535,0.05,0.437,0.632,0.195
"MR-Egger","1","1e-08",0.551,0.053,0.447,0.656,0.209
"MR-Robust","1","0.01",0.445,0.034,0.379,0.511,0.132
"MR-Robust","1","1e-04",0.502,0.035,0.434,0.57,0.136
"MR-Robust","1","1e-06",0.535,0.036,0.465,0.604,0.139
"MR-Robust","1","1e-08",0.563,0.036,0.493,0.633,0.14
"FLOW-MR","1","0.01",0.725,0.048,0.641,0.835,0.194
"FLOW-MR","1","1e-04",0.728,0.05,0.635,0.823,0.188
"FLOW-MR","1","1e-06",0.732,0.05,0.634,0.834,0.2
"FLOW-MR","1","1e-08",0.736,0.053,0.636,0.84,0.204
"MR-Horse","1","0.01",0.817,0.057,0.714,0.945,0.231
"MR-Horse","1","1e-04",0.808,0.049,0.722,0.919,0.197
"MR-Horse","1","1e-06",0.79,0.049,0.702,0.894,0.192
"MR-Horse","1","1e-08",0.792,0.048,0.699,0.892,0.193
"IVW","1","0.01",0.499,0.028,0.444,0.553,0.109
"IVW","1","1e-04",0.586,0.03,0.526,0.646,0.12
"IVW","1","1e-06",0.613,0.033,0.549,0.678,0.129
"IVW","1","1e-08",0.648,0.035,0.579,0.718,0.139
"GRAPPLE","1","0.01",0.87,0.052,0.768,0.973,0.205
"GRAPPLE","1","1e-04",0.888,0.054,0.781,0.995,0.214
"GRAPPLE","1","1e-06",0.89,0.055,0.782,0.999,0.217
"GRAPPLE","1","1e-08",0.903,0.057,0.791,1.015,0.224
"MR-Egger","1","0.01",0.427,0.045,0.339,0.515,0.176
"MR-Egger","1","1e-04",0.501,0.05,0.402,0.6,0.198
"MR-Egger","1","1e-06",0.504,0.057,0.392,0.615,0.223
"MR-Egger","1","1e-08",0.486,0.061,0.367,0.605,0.238
"MR-Robust","1","0.01",0.466,0.033,0.402,0.53,0.128
"MR-Robust","1","1e-04",0.552,0.034,0.485,0.618,0.133
"MR-Robust","1","1e-06",0.585,0.037,0.512,0.658,0.146
"MR-Robust","1","1e-08",0.628,0.041,0.547,0.708,0.161
"FLOW-MR","1","0.01",0.775,0.054,0.67,0.875,0.205
"FLOW-MR","1","1e-04",0.807,0.055,0.692,0.911,0.219
"FLOW-MR","1","1e-06",0.828,0.052,0.73,0.929,0.199
"FLOW-MR","1","1e-08",0.848,0.061,0.724,0.966,0.242
"MR-Horse","1","0.01",0.799,0.065,0.68,0.94,0.26
"MR-Horse","1","1e-04",0.874,0.053,0.768,0.983,0.215
"MR-Horse","1","1e-06",0.863,0.052,0.764,0.97,0.206
"MR-Horse","1","1e-08",0.88,0.057,0.781,1.004,0.223
"IVW","1","0.01",0.487,0.034,0.422,0.553,0.131
"IVW","1","1e-04",0.531,0.038,0.457,0.604,0.147
"IVW","1","1e-06",0.576,0.042,0.494,0.659,0.165
"IVW","1","1e-08",0.609,0.046,0.519,0.7,0.181
"GRAPPLE","1","0.01",0.925,0.069,0.79,1.06,0.27
"GRAPPLE","1","1e-04",0.915,0.07,0.779,1.051,0.272
"GRAPPLE","1","1e-06",0.922,0.073,0.78,1.064,0.284
"GRAPPLE","1","1e-08",0.942,0.077,0.79,1.094,0.304
"MR-Egger","1","0.01",0.553,0.054,0.447,0.66,0.213
"MR-Egger","1","1e-04",0.57,0.062,0.448,0.691,0.243
"MR-Egger","1","1e-06",0.627,0.073,0.484,0.769,0.285
"MR-Egger","1","1e-08",0.646,0.081,0.488,0.805,0.317
"MR-Robust","1","0.01",0.437,0.03,0.379,0.495,0.116
"MR-Robust","1","1e-04",0.486,0.033,0.422,0.551,0.129
"MR-Robust","1","1e-06",0.534,0.036,0.463,0.605,0.142
"MR-Robust","1","1e-08",0.575,0.042,0.492,0.657,0.165
"FLOW-MR","1","0.01",0.821,0.066,0.691,0.949,0.258
"FLOW-MR","1","1e-04",0.867,0.073,0.742,1.036,0.294
"FLOW-MR","1","1e-06",0.911,0.07,0.767,1.048,0.281
"FLOW-MR","1","1e-08",0.915,0.077,0.763,1.064,0.301
"MR-Horse","1","0.01",0.916,0.089,0.771,1.114,0.343
"MR-Horse","1","1e-04",0.987,0.074,0.835,1.126,0.291
"MR-Horse","1","1e-06",0.995,0.077,0.847,1.154,0.307
"MR-Horse","1","1e-08",1.043,0.082,0.895,1.225,0.33
"IVW","1","0.01",0.47,0.033,0.406,0.534,0.128
"IVW","1","1e-04",0.531,0.036,0.459,0.602,0.143
"IVW","1","1e-06",0.576,0.039,0.498,0.653,0.155
"IVW","1","1e-08",0.603,0.043,0.519,0.687,0.168
"GRAPPLE","1","0.01",0.824,0.059,0.708,0.941,0.233
"GRAPPLE","1","1e-04",0.87,0.063,0.748,0.993,0.245
"GRAPPLE","1","1e-06",0.878,0.063,0.754,1.001,0.247
"GRAPPLE","1","1e-08",0.867,0.064,0.742,0.993,0.251
"MR-Egger","1","0.01",0.442,0.052,0.34,0.544,0.204
"MR-Egger","1","1e-04",0.481,0.059,0.365,0.598,0.233
"MR-Egger","1","1e-06",0.496,0.066,0.368,0.624,0.256
"MR-Egger","1","1e-08",0.468,0.075,0.321,0.615,0.294
"MR-Robust","1","0.01",0.432,0.03,0.373,0.491,0.118
"MR-Robust","1","1e-04",0.492,0.031,0.432,0.552,0.12
"MR-Robust","1","1e-06",0.535,0.032,0.473,0.597,0.124
"MR-Robust","1","1e-08",0.561,0.033,0.497,0.626,0.129
"FLOW-MR","1","0.01",0.773,0.069,0.642,0.914,0.272
"FLOW-MR","1","1e-04",0.825,0.067,0.706,0.963,0.257
"FLOW-MR","1","1e-06",0.835,0.073,0.714,0.997,0.283
"FLOW-MR","1","1e-08",0.818,0.068,0.693,0.947,0.254
"MR-Horse","1","0.01",0.871,0.068,0.749,1.02,0.271
"MR-Horse","1","1e-04",0.891,0.064,0.777,1.029,0.252
"MR-Horse","1","1e-06",0.924,0.074,0.789,1.077,0.288
"MR-Horse","1","1e-08",0.9,0.063,0.78,1.019,0.239
"IVW","1","0.01",0.49,0.029,0.434,0.546,0.112
"IVW","1","1e-04",0.557,0.031,0.496,0.618,0.122
"IVW","1","1e-06",0.605,0.033,0.54,0.671,0.131
"IVW","1","1e-08",0.627,0.036,0.557,0.696,0.139
"GRAPPLE","1","0.01",0.825,0.049,0.729,0.922,0.193
"GRAPPLE","1","1e-04",0.864,0.051,0.765,0.963,0.198
"GRAPPLE","1","1e-06",0.869,0.052,0.768,0.971,0.203
"GRAPPLE","1","1e-08",0.867,0.052,0.765,0.969,0.204
"MR-Egger","1","0.01",0.432,0.047,0.34,0.523,0.183
"MR-Egger","1","1e-04",0.475,0.051,0.375,0.576,0.201
"MR-Egger","1","1e-06",0.494,0.055,0.386,0.602,0.216
"MR-Egger","1","1e-08",0.466,0.062,0.345,0.587,0.242
"MR-Robust","1","0.01",0.468,0.031,0.407,0.529,0.122
"MR-Robust","1","1e-04",0.534,0.031,0.474,0.595,0.121
"MR-Robust","1","1e-06",0.578,0.031,0.517,0.638,0.121
"MR-Robust","1","1e-08",0.599,0.031,0.538,0.661,0.123
"FLOW-MR","1","0.01",0.724,0.055,0.632,0.846,0.214
"FLOW-MR","1","1e-04",0.774,0.058,0.671,0.9,0.229
"FLOW-MR","1","1e-06",0.793,0.053,0.694,0.897,0.203
"FLOW-MR","1","1e-08",0.814,0.065,0.703,0.957,0.254
"MR-Horse","1","0.01",0.789,0.05,0.699,0.892,0.193
"MR-Horse","1","1e-04",0.815,0.052,0.725,0.934,0.209
"MR-Horse","1","1e-06",0.839,0.054,0.73,0.944,0.214
"MR-Horse","1","1e-08",0.842,0.059,0.743,0.971,0.228
"IVW","1","0.01",0.495,0.033,0.431,0.56,0.129
"IVW","1","1e-04",0.56,0.037,0.488,0.633,0.145
"IVW","1","1e-06",0.582,0.04,0.503,0.661,0.158
"IVW","1","1e-08",0.614,0.045,0.526,0.701,0.175
"GRAPPLE","1","0.01",0.959,0.067,0.828,1.09,0.262
"GRAPPLE","1","1e-04",1.005,0.07,0.868,1.143,0.275
"GRAPPLE","1","1e-06",0.939,0.066,0.809,1.069,0.26
